date,adm1_name,cumulative_recoveries,adm0_cumulative_recoveries
2020-02-12,Gangwon-do,,4
2020-02-12,Chungcheongbuk-do,,4
2020-02-12,Chungcheongnam-do,,4
2020-02-12,Jeollabuk-do,,4
2020-02-12,Jeollanam-do,,4
2020-02-12,Gyeongsangbuk-do,,4
2020-02-12,Gyeongsangnam-do,,4
2020-02-12,Jeju,,4
2020-02-13,Seoul,,7
2020-02-13,Busan,,7
2020-02-13,Daegu,,7
2020-02-13,Incheon,,7
2020-02-13,Gwangju,,7
2020-02-13,Daejeon,,7
2020-02-13,Ulsan,,7
2020-02-13,sejong,,7
2020-02-13,Gyeonggi-do,,7
2020-02-13,Gangwon-do,,7
2020-02-13,Chungcheongbuk-do,,7
2020-02-13,Chungcheongnam-do,,7
2020-02-13,Jeollabuk-do,,7
2020-02-13,Jeollanam-do,,7
2020-02-13,Gyeongsangbuk-do,,7
2020-02-13,Gyeongsangnam-do,,7
2020-02-13,Jeju,,7
2020-02-14,Seoul,,7
2020-02-14,Busan,,7
2020-02-14,Daegu,,7
2020-02-14,Incheon,,7
2020-02-14,Gwangju,,7
2020-02-14,Daejeon,,7
2020-02-14,Ulsan,,7
2020-02-14,sejong,,7
2020-02-14,Gyeonggi-do,,7
2020-02-14,Gangwon-do,,7
2020-02-14,Chungcheongbuk-do,,7
2020-02-14,Chungcheongnam-do,,7
2020-02-14,Jeollabuk-do,,7
2020-02-14,Jeollanam-do,,7
2020-02-14,Gyeongsangbuk-do,,7
2020-02-14,Gyeongsangnam-do,,7
2020-02-14,Jeju,,7
2020-02-15,Seoul,,9
2020-02-15,Busan,,9
2020-02-15,Daegu,,9
2020-02-15,Incheon,,9
2020-02-15,Gwangju,,9
2020-02-15,Daejeon,,9
2020-02-15,Ulsan,,9
2020-02-15,sejong,,9
2020-02-15,Gyeonggi-do,,9
2020-02-15,Gangwon-do,,9
2020-02-15,Chungcheongbuk-do,,9
2020-02-15,Chungcheongnam-do,,9
2020-02-15,Jeollabuk-do,,9
2020-02-15,Jeollanam-do,,9
2020-02-15,Gyeongsangbuk-do,,9
2020-02-15,Gyeongsangnam-do,,9
2020-02-15,Jeju,,9
2020-02-16,Seoul,,9
2020-02-16,Busan,,9
2020-02-16,Daegu,,9
2020-02-16,Incheon,,9
2020-02-16,Gwangju,,9
2020-02-16,Daejeon,,9
2020-02-16,Ulsan,,9
2020-02-16,sejong,,9
2020-02-16,Gyeonggi-do,,9
2020-02-16,Gangwon-do,,9
2020-02-16,Chungcheongbuk-do,,9
2020-02-16,Chungcheongnam-do,,9
2020-02-16,Jeollabuk-do,,9
2020-02-16,Jeollanam-do,,9
2020-02-16,Gyeongsangbuk-do,,9
2020-02-16,Gyeongsangnam-do,,9
2020-02-16,Jeju,,9
2020-02-17,Seoul,,10
2020-02-17,Busan,,10
2020-02-17,Daegu,,10
2020-02-17,Incheon,,10
2020-02-17,Gwangju,,10
2020-02-17,Daejeon,,10
2020-02-17,Ulsan,,10
2020-02-17,sejong,,10
2020-02-17,Gyeonggi-do,,10
2020-02-17,Gangwon-do,,10
2020-02-17,Chungcheongbuk-do,,10
2020-02-17,Chungcheongnam-do,,10
2020-02-17,Jeollabuk-do,,10
2020-02-17,Jeollanam-do,,10
2020-02-17,Gyeongsangbuk-do,,10
2020-02-17,Gyeongsangnam-do,,10
2020-02-17,Jeju,,10
2020-02-18,Seoul,,12
2020-02-18,Busan,,12
2020-02-18,Daegu,,12
2020-02-18,Incheon,,12
2020-02-18,Gwangju,,12
2020-02-18,Daejeon,,12
2020-02-18,Ulsan,,12
2020-02-18,sejong,,12
2020-02-18,Gyeonggi-do,,12
2020-02-18,Gangwon-do,,12
2020-02-18,Chungcheongbuk-do,,12
2020-02-18,Chungcheongnam-do,,12
2020-02-18,Jeollabuk-do,,12
2020-02-18,Jeollanam-do,,12
2020-02-18,Gyeongsangbuk-do,,12
2020-02-18,Gyeongsangnam-do,,12
2020-02-18,Jeju,,12
2020-02-19,Seoul,,16
2020-02-19,Busan,,16
2020-02-19,Daegu,,16
2020-02-19,Incheon,,16
2020-02-19,Gwangju,,16
2020-02-19,Daejeon,,16
2020-02-19,Ulsan,,16
2020-02-19,sejong,,16
2020-02-19,Gyeonggi-do,,16
2020-02-19,Gangwon-do,,16
2020-02-19,Chungcheongbuk-do,,16
2020-02-19,Chungcheongnam-do,,16
2020-02-19,Jeollabuk-do,,16
2020-02-19,Jeollanam-do,,16
2020-02-19,Gyeongsangbuk-do,,16
2020-02-19,Gyeongsangnam-do,,16
2020-02-19,Jeju,,16
2020-02-20,Seoul,,16
2020-02-20,Busan,,16
2020-02-20,Daegu,,16
2020-02-20,Incheon,,16
2020-02-20,Gwangju,,16
2020-02-20,Daejeon,,16
2020-02-20,Ulsan,,16
2020-02-20,sejong,,16
2020-02-20,Gyeonggi-do,,16
2020-02-20,Gangwon-do,,16
2020-02-20,Chungcheongbuk-do,,16
2020-02-20,Chungcheongnam-do,,16
2020-02-20,Jeollabuk-do,,16
2020-02-20,Jeollanam-do,,16
2020-02-20,Gyeongsangbuk-do,,16
2020-02-20,Gyeongsangnam-do,,16
2020-02-20,Jeju,,16
2020-02-21,Seoul,,16
2020-02-21,Busan,,16
2020-02-21,Daegu,,16
2020-02-21,Incheon,,16
2020-02-21,Gwangju,,16
2020-02-21,Daejeon,,16
2020-02-21,Ulsan,,16
2020-02-21,sejong,,16
2020-02-21,Gyeonggi-do,,16
2020-02-21,Gangwon-do,,16
2020-02-21,Chungcheongbuk-do,,16
2020-02-21,Chungcheongnam-do,,16
2020-02-21,Jeollabuk-do,,16
2020-02-21,Jeollanam-do,,16
2020-02-21,Gyeongsangbuk-do,,16
2020-02-21,Gyeongsangnam-do,,16
2020-02-21,Jeju,,16
2020-02-22,Seoul,,17
2020-02-22,Busan,,17
2020-02-22,Daegu,,17
2020-02-22,Incheon,,17
2020-02-22,Gwangju,,17
2020-02-22,Daejeon,,17
2020-02-22,Ulsan,,17
2020-02-22,sejong,,17
2020-02-22,Gyeonggi-do,,17
2020-02-22,Gangwon-do,,17
2020-02-22,Chungcheongbuk-do,,17
2020-02-22,Chungcheongnam-do,,17
2020-02-22,Jeollabuk-do,,17
2020-02-22,Jeollanam-do,,17
2020-02-22,Gyeongsangbuk-do,,17
2020-02-22,Gyeongsangnam-do,,17
2020-02-22,Jeju,,17
2020-02-23,Seoul,,18
2020-02-23,Busan,,18
2020-02-23,Daegu,,18
2020-02-23,Incheon,,18
2020-02-23,Gwangju,,18
2020-02-23,Daejeon,,18
2020-02-23,Ulsan,,18
2020-02-23,sejong,,18
2020-02-23,Gyeonggi-do,,18
2020-02-23,Gangwon-do,,18
2020-02-23,Chungcheongbuk-do,,18
2020-02-23,Chungcheongnam-do,,18
2020-02-23,Jeollabuk-do,,18
2020-02-23,Jeollanam-do,,18
2020-02-23,Gyeongsangbuk-do,,18
2020-02-23,Gyeongsangnam-do,,18
2020-02-23,Jeju,,18
2020-02-24,Seoul,,22
2020-02-24,Busan,,22
2020-02-24,Daegu,,22
2020-02-24,Incheon,,22
2020-02-24,Gwangju,,22
2020-02-24,Daejeon,,22
2020-02-24,Ulsan,,22
2020-02-24,sejong,,22
2020-02-24,Gyeonggi-do,,22
2020-02-24,Gangwon-do,,22
2020-02-24,Chungcheongbuk-do,,22
2020-02-24,Chungcheongnam-do,,22
2020-02-24,Jeollabuk-do,,22
2020-02-24,Jeollanam-do,,22
2020-02-24,Gyeongsangbuk-do,,22
2020-02-24,Gyeongsangnam-do,,22
2020-02-24,Jeju,,22
2020-02-25,Seoul,,22
2020-02-25,Busan,,22
2020-02-25,Daegu,,22
2020-02-25,Incheon,,22
2020-02-25,Gwangju,,22
2020-02-25,Daejeon,,22
2020-02-25,Ulsan,,22
2020-02-25,sejong,,22
2020-02-25,Gyeonggi-do,,22
2020-02-25,Gangwon-do,,22
2020-02-25,Chungcheongbuk-do,,22
2020-02-25,Chungcheongnam-do,,22
2020-02-25,Jeollabuk-do,,22
2020-02-25,Jeollanam-do,,22
2020-02-25,Gyeongsangbuk-do,,22
2020-02-25,Gyeongsangnam-do,,22
2020-02-25,Jeju,,22
2020-02-26,Seoul,,22
2020-02-26,Busan,,22
2020-02-26,Daegu,,22
2020-02-26,Incheon,,22
2020-02-26,Gwangju,,22
2020-02-26,Daejeon,,22
2020-02-26,Ulsan,,22
2020-02-26,sejong,,22
2020-02-26,Gyeonggi-do,,22
2020-02-26,Gangwon-do,,22
2020-02-26,Chungcheongbuk-do,,22
2020-02-26,Chungcheongnam-do,,22
2020-02-26,Jeollabuk-do,,22
2020-02-26,Jeollanam-do,,22
2020-02-26,Gyeongsangbuk-do,,22
2020-02-26,Gyeongsangnam-do,,22
2020-02-26,Jeju,,22
2020-02-27,Seoul,,24
2020-02-27,Busan,,24
2020-02-27,Daegu,,24
2020-02-27,Incheon,,24
2020-02-27,Gwangju,,24
2020-02-27,Daejeon,,24
2020-02-27,Ulsan,,24
2020-02-27,sejong,,24
2020-02-27,Gyeonggi-do,,24
2020-02-27,Gangwon-do,,24
2020-02-27,Chungcheongbuk-do,,24
2020-02-27,Chungcheongnam-do,,24
2020-02-27,Jeollabuk-do,,24
2020-02-27,Jeollanam-do,,24
2020-02-27,Gyeongsangbuk-do,,24
2020-02-27,Gyeongsangnam-do,,24
2020-02-27,Jeju,,24
2020-02-28,Seoul,,26
2020-02-28,Busan,,26
2020-02-28,Daegu,,26
2020-02-28,Incheon,,26
2020-02-28,Gwangju,,26
2020-02-28,Daejeon,,26
2020-02-28,Ulsan,,26
2020-02-28,sejong,,26
2020-02-28,Gyeonggi-do,,26
2020-02-28,Gangwon-do,,26
2020-02-28,Chungcheongbuk-do,,26
2020-02-28,Chungcheongnam-do,,26
2020-02-28,Jeollabuk-do,,26
2020-02-28,Jeollanam-do,,26
2020-02-28,Gyeongsangbuk-do,,26
2020-02-28,Gyeongsangnam-do,,26
2020-02-28,Jeju,,26
2020-02-29,Seoul,,27
2020-02-29,Busan,,27
2020-02-29,Daegu,,27
2020-02-29,Incheon,,27
2020-02-29,Gwangju,,27
2020-02-29,Daejeon,,27
2020-02-29,Ulsan,,27
2020-02-29,sejong,,27
2020-02-29,Gyeonggi-do,,27
2020-02-29,Gangwon-do,,27
2020-02-29,Chungcheongbuk-do,,27
2020-02-29,Chungcheongnam-do,,27
2020-02-29,Jeollabuk-do,,27
2020-02-29,Jeollanam-do,,27
2020-02-29,Gyeongsangbuk-do,,27
2020-02-29,Gyeongsangnam-do,,27
2020-02-29,Jeju,,27
2020-03-01,Seoul,,30
2020-03-01,Busan,,30
2020-03-01,Daegu,,30
2020-03-01,Incheon,,30
2020-03-01,Gwangju,,30
2020-03-01,Daejeon,,30
2020-03-01,Ulsan,,30
2020-03-01,sejong,,30
2020-03-01,Gyeonggi-do,,30
2020-03-01,Gangwon-do,,30
2020-03-01,Chungcheongbuk-do,,30
2020-03-01,Chungcheongnam-do,,30
2020-03-01,Jeollabuk-do,,30
2020-03-01,Jeollanam-do,,30
2020-03-01,Gyeongsangbuk-do,,30
2020-03-01,Gyeongsangnam-do,,30
2020-03-01,Jeju,,30
2020-03-02,Seoul,,31
2020-03-02,Busan,,31
2020-03-02,Daegu,,31
2020-03-02,Incheon,,31
2020-03-02,Gwangju,,31
2020-03-02,Daejeon,,31
2020-03-02,Ulsan,,31
2020-03-02,sejong,,31
2020-03-02,Gyeonggi-do,,31
2020-03-02,Gangwon-do,,31
2020-03-02,Chungcheongbuk-do,,31
2020-03-02,Chungcheongnam-do,,31
2020-03-02,Jeollabuk-do,,31
2020-03-02,Jeollanam-do,,31
2020-03-02,Gyeongsangbuk-do,,31
2020-03-02,Gyeongsangnam-do,,31
2020-03-02,Jeju,,31
2020-03-03,Seoul,,34
2020-03-03,Busan,,34
2020-03-03,Daegu,,34
2020-03-03,Incheon,,34
2020-03-03,Gwangju,,34
2020-03-03,Daejeon,,34
2020-03-03,Ulsan,,34
2020-03-03,sejong,,34
2020-03-03,Gyeonggi-do,,34
2020-03-03,Gangwon-do,,34
2020-03-03,Chungcheongbuk-do,,34
2020-03-03,Chungcheongnam-do,,34
2020-03-03,Jeollabuk-do,,34
2020-03-03,Jeollanam-do,,34
2020-03-03,Gyeongsangbuk-do,,34
2020-03-03,Gyeongsangnam-do,,34
2020-03-03,Jeju,,34
2020-03-04,Seoul,,41
2020-03-04,Busan,,41
2020-03-04,Daegu,,41
2020-03-04,Incheon,,41
2020-03-04,Gwangju,,41
2020-03-04,Daejeon,,41
2020-03-04,Ulsan,,41
2020-03-04,sejong,,41
2020-03-04,Gyeonggi-do,,41
2020-03-04,Gangwon-do,,41
2020-03-04,Chungcheongbuk-do,,41
2020-03-04,Chungcheongnam-do,,41
2020-03-04,Jeollabuk-do,,41
2020-03-04,Jeollanam-do,,41
2020-03-04,Gyeongsangbuk-do,,41
2020-03-04,Gyeongsangnam-do,,41
2020-03-04,Jeju,,41
2020-03-05,Seoul,,88
2020-03-05,Busan,,88
2020-03-05,Daegu,,88
2020-03-05,Incheon,,88
2020-03-05,Gwangju,,88
2020-03-05,Daejeon,,88
2020-03-05,Ulsan,,88
2020-03-05,sejong,,88
2020-03-05,Gyeonggi-do,,88
2020-03-05,Gangwon-do,,88
2020-03-05,Chungcheongbuk-do,,88
2020-03-05,Chungcheongnam-do,,88
2020-03-05,Jeollabuk-do,,88
2020-03-05,Jeollanam-do,,88
2020-03-05,Gyeongsangbuk-do,,88
2020-03-05,Gyeongsangnam-do,,88
2020-03-05,Jeju,,88
2020-03-06,Seoul,25,108
2020-03-06,Busan,2,108
2020-03-06,Daegu,15,108
2020-03-06,Incheon,2,108
2020-03-06,Gwangju,3,108
