id,date,predicted_cum_confirmed_cases_true,predicted_cum_confirmed_cases_no_policy
1,2020-03-03,52,52
1,2020-03-04,78.5202147814509,79.20958838180579
1,2020-03-05,107.48816173489132,111.8928707654853
1,2020-03-06,147.05573511403173,159.49093663594618
1,2020-03-07,202.82798207610588,231.96709162513906
1,2020-03-08,320.0056438708566,378.4955959385529
1,2020-03-09,411.0975813468658,520.7595232465413
1,2020-03-10,678.6155591539086,917.9250356093124
1,2020-03-11,968.6049884196113,1458.3816947523792
1,2020-03-12,1467.4715368118452,2473.4642853908517
1,2020-03-13,2113.569526498836,3913.4208340275086
1,2020-03-14,3114.3261916630754,6721.290576436278
1,2020-03-15,4289.039364216901,11049.803698244734
1,2020-03-16,5434.826239368856,17908.093916846465
1,2020-03-17,7829.074895685353,33823.71374859668
1,2020-03-18,10525.161659693284,59294.77049704016
2,2020-03-03,52,52
2,2020-03-04,84.43551930347273,84.76200145044844
2,2020-03-05,122.50247897132603,127.36000567586808
2,2020-03-06,166.46799214011997,182.14139350785177
2,2020-03-07,243.8025789459607,286.79261515620135
2,2020-03-08,400.30603359656635,502.10802477571576
2,2020-03-09,591.4079003576975,829.2599983526418
2,2020-03-10,966.1986393350733,1531.0338296799762
2,2020-03-11,1449.7721318375889,2723.760890918183
2,2020-03-12,2215.405680277673,5031.117647669895
2,2020-03-13,2932.4233232138777,7852.525862071016
2,2020-03-14,4324.532252860523,14837.99961311492
2,2020-03-15,6042.04117902202,27345.19919573103
2,2020-03-16,7800.594702362175,52374.10888573352
2,2020-03-17,10379.642270595594,104262.45355982607
2,2020-03-18,13374.197502710342,199171.18102290973
3,2020-03-03,52,52
3,2020-03-04,77.4798237786353,76.53892419117504
3,2020-03-05,105.04028022618323,104.05218683363108
3,2020-03-06,131.03036040575094,130.88732867177626
3,2020-03-07,174.28449087215898,176.7203607005134
3,2020-03-08,278.0835612310225,286.26410294909886
3,2020-03-09,328.93481551727547,348.1406215673096
3,2020-03-10,515.1504288619551,562.0001297113021
3,2020-03-11,733.650356319171,836.3708469365619
3,2020-03-12,1144.3746485929778,1353.8064073261746
3,2020-03-13,1572.0965638262635,1940.9867894310169
3,2020-03-14,2262.686770448766,2988.027545243846
3,2020-03-15,3124.4672028913487,4454.517042556397
