state_name,state_pop,st_code,county,county_name_long,county_pop,county_name,state
texas,29472295,48,327,Menard County,2139,Menard,TX
texas,29472295,48,329,Midland County,172578,Midland,TX
texas,29472295,48,331,Milam County,25131,Milam,TX
texas,29472295,48,333,Mills County,4921,Mills,TX
texas,29472295,48,335,Mitchell County,8145,Mitchell,TX
texas,29472295,48,337,Montague County,19596,Montague,TX
texas,29472295,48,339,Montgomery County,590925,Montgomery,TX
texas,29472295,48,341,Moore County,21485,Moore,TX
texas,29472295,48,343,Morris County,12339,Morris,TX
texas,29472295,48,345,Motley County,1234,Motley,TX
texas,29472295,48,347,Nacogdoches County,65711,Nacogdoches,TX
texas,29472295,48,349,Navarro County,49565,Navarro,TX
texas,29472295,48,351,Newton County,13746,Newton,TX
texas,29472295,48,353,Nolan County,14751,Nolan,TX
texas,29472295,48,355,Nueces County,362265,Nueces,TX
texas,29472295,48,357,Ochiltree County,9947,Ochiltree,TX
texas,29472295,48,359,Oldham County,2131,Oldham,TX
texas,29472295,48,361,Orange County,83572,Orange,TX
texas,29472295,48,363,Palo Pinto County,28875,Palo Pinto,TX
texas,29472295,48,365,Panola County,23148,Panola,TX
texas,29472295,48,367,Parker County,138371,Parker,TX
texas,29472295,48,369,Parmer County,9864,Parmer,TX
texas,29472295,48,371,Pecos County,15673,Pecos,TX
texas,29472295,48,373,Polk County,50031,Polk,TX
texas,29472295,48,375,Potter County,119648,Potter,TX
texas,29472295,48,377,Presidio County,6948,Presidio,TX
texas,29472295,48,379,Rains County,12159,Rains,TX
texas,29472295,48,381,Randall County,136271,Randall,TX
texas,29472295,48,383,Reagan County,3741,Reagan,TX
texas,29472295,48,385,Real County,3478,Real,TX
texas,29472295,48,387,Red River County,12175,Red River,TX
texas,29472295,48,389,Reeves County,15695,Reeves,TX
texas,29472295,48,391,Refugio County,7032,Refugio,TX
texas,29472295,48,393,Roberts County,903,Roberts,TX
texas,29472295,48,395,Robertson County,17284,Robertson,TX
texas,29472295,48,397,Rockwall County,100657,Rockwall,TX
texas,29472295,48,399,Runnels County,10234,Runnels,TX
texas,29472295,48,401,Rusk County,54450,Rusk,TX
texas,29472295,48,403,Sabine County,10589,Sabine,TX
texas,29472295,48,405,San Augustine County,8232,San Augustine,TX
texas,29472295,48,407,San Jacinto County,28719,San Jacinto,TX
texas,29472295,48,409,San Patricio County,66893,San Patricio,TX
texas,29472295,48,411,San Saba County,6054,San Saba,TX
texas,29472295,48,413,Schleicher County,2895,Schleicher,TX
texas,29472295,48,415,Scurry County,16866,Scurry,TX
texas,29472295,48,417,Shackelford County,3253,Shackelford,TX
texas,29472295,48,419,Shelby County,25418,Shelby,TX
texas,29472295,48,421,Sherman County,3079,Sherman,TX
texas,29472295,48,423,Smith County,230221,Smith,TX
texas,29472295,48,425,Somervell County,9016,Somervell,TX
texas,29472295,48,427,Starr County,64525,Starr,TX
texas,29472295,48,429,Stephens County,9433,Stephens,TX
texas,29472295,48,431,Sterling County,1311,Sterling,TX
texas,29472295,48,433,Stonewall County,1362,Stonewall,TX
texas,29472295,48,435,Sutton County,3758,Sutton,TX
texas,29472295,48,437,Swisher County,7462,Swisher,TX
texas,29472295,48,439,Tarrant County,2084931,Tarrant,TX
texas,29472295,48,441,Taylor County,137640,Taylor,TX
texas,29472295,48,443,Terrell County,823,Terrell,TX
texas,29472295,48,445,Terry County,12287,Terry,TX
texas,29472295,48,447,Throckmorton County,1515,Throckmorton,TX
texas,29472295,48,449,Titus County,33033,Titus,TX
texas,29472295,48,451,Tom Green County,118189,Tom Green,TX
texas,29472295,48,453,Travis County,1248743,Travis,TX
texas,29472295,48,455,Trinity County,14740,Trinity,TX
texas,29472295,48,457,Tyler County,21696,Tyler,TX
texas,29472295,48,459,Upshur County,41260,Upshur,TX
texas,29472295,48,461,Upton County,3671,Upton,TX
texas,29472295,48,463,Uvalde County,26846,Uvalde,TX
texas,29472295,48,465,Val Verde County,49208,Val Verde,TX
texas,29472295,48,467,Van Zandt County,56019,Van Zandt,TX
texas,29472295,48,469,Victoria County,92035,Victoria,TX
texas,29472295,48,471,Walker County,72480,Walker,TX
texas,29472295,48,473,Waller County,53126,Waller,TX
texas,29472295,48,475,Ward County,11720,Ward,TX
texas,29472295,48,477,Washington County,35108,Washington,TX
texas,29472295,48,479,Webb County,275910,Webb,TX
texas,29472295,48,481,Wharton County,41619,Wharton,TX
texas,29472295,48,483,Wheeler County,5191,Wheeler,TX
texas,29472295,48,485,Wichita County,132064,Wichita,TX
texas,29472295,48,487,Wilbarger County,12820,Wilbarger,TX
texas,29472295,48,489,Willacy County,21515,Willacy,TX
texas,29472295,48,491,Williamson County,566719,Williamson,TX
texas,29472295,48,493,Wilson County,50224,Wilson,TX
texas,29472295,48,495,Winkler County,7720,Winkler,TX
texas,29472295,48,497,Wise County,68305,Wise,TX
texas,29472295,48,499,Wood County,45129,Wood,TX
texas,29472295,48,501,Yoakum County,8591,Yoakum,TX
texas,29472295,48,503,Young County,18045,Young,TX
texas,29472295,48,505,Zapata County,14190,Zapata,TX
texas,29472295,48,507,Zavala County,11983,Zavala,TX
florida,21992985,12,001,Alachua County,269956,Alachua,FL
florida,21992985,12,003,Baker County,28355,Baker,FL
florida,21992985,12,005,Bay County,185287,Bay,FL
florida,21992985,12,007,Bradford County,27732,Bradford,FL
florida,21992985,12,009,Brevard County,596849,Brevard,FL
florida,21992985,12,011,Broward County,1951260,Broward,FL
florida,21992985,12,013,Calhoun County,14587,Calhoun,FL
florida,21992985,12,015,Charlotte County,184998,Charlotte,FL
florida,21992985,12,017,Citrus County,147929,Citrus,FL
florida,21992985,12,019,Clay County,216072,Clay,FL
florida,21992985,12,021,Collier County,378488,Collier,FL
florida,21992985,12,023,Columbia County,70503,Columbia,FL
florida,21992985,12,027,DeSoto County,37489,DeSoto,FL
florida,21992985,12,029,Dixie County,16700,Dixie,FL
florida,21992985,12,031,Duval County,950181,Duval,FL
florida,21992985,12,033,Escambia County,315534,Escambia,FL
florida,21992985,12,035,Flagler County,112067,Flagler,FL
florida,21992985,12,037,Franklin County,11736,Franklin,FL
florida,21992985,12,039,Gadsden County,45894,Gadsden,FL
florida,21992985,12,041,Gilchrist County,18256,Gilchrist,FL
florida,21992985,12,043,Glades County,13724,Glades,FL
florida,21992985,12,045,Gulf County,16164,Gulf,FL
florida,21992985,12,047,Hamilton County,14310,Hamilton,FL
florida,21992985,12,049,Hardee County,27245,Hardee,FL
florida,21992985,12,051,Hendry County,41556,Hendry,FL
florida,21992985,12,053,Hernando County,190865,Hernando,FL
florida,21992985,12,055,Highlands County,105424,Highlands,FL
florida,21992985,12,057,Hillsborough County,1436888,Hillsborough,FL
florida,21992985,12,059,Holmes County,19477,Holmes,FL
florida,21992985,12,061,Indian River County,157413,Indian River,FL
florida,21992985,12,063,Jackson County,48305,Jackson,FL
florida,21992985,12,065,Jefferson County,14288,Jefferson,FL
florida,21992985,12,067,Lafayette County,8732,Lafayette,FL
florida,21992985,12,069,Lake County,356495,Lake,FL
florida,21992985,12,071,Lee County,754610,Lee,FL
florida,21992985,12,073,Leon County,292502,Leon,FL
florida,21992985,12,075,Levy County,40770,Levy,FL
florida,21992985,12,077,Liberty County,8457,Liberty,FL
florida,21992985,12,079,Madison County,18529,Madison,FL
florida,21992985,12,081,Manatee County,394855,Manatee,FL
florida,21992985,12,083,Marion County,359977,Marion,FL
florida,21992985,12,085,Martin County,160912,Martin,FL
florida,21992985,12,086,Miami-Dade County,2761581,Miami-Dade,FL
florida,21992985,12,087,Monroe County,75027,Monroe,FL
florida,21992985,12,089,Nassau County,85832,Nassau,FL
florida,21992985,12,091,Okaloosa County,207269,Okaloosa,FL
florida,21992985,12,093,Okeechobee County,41537,Okeechobee,FL
florida,21992985,12,095,Orange County,1380645,Orange,FL
florida,21992985,12,097,Osceola County,367990,Osceola,FL
florida,21992985,12,099,Palm Beach County,1485941,Palm Beach,FL
florida,21992985,12,101,Pasco County,539630,Pasco,FL
florida,21992985,12,103,Pinellas County,975280,Pinellas,FL
florida,21992985,12,105,Polk County,708009,Polk,FL
florida,21992985,12,107,Putnam County,74163,Putnam,FL
florida,21992985,12,109,St. Johns County,254261,St. Johns,FL
florida,21992985,12,111,St. Lucie County,321128,St. Lucie,FL
florida,21992985,12,113,Santa Rosa County,179349,Santa Rosa,FL
florida,21992985,12,115,Sarasota County,426718,Sarasota,FL
florida,21992985,12,117,Seminole County,467832,Seminole,FL
florida,21992985,12,119,Sumter County,128754,Sumter,FL
florida,21992985,12,121,Suwannee County,44191,Suwannee,FL
florida,21992985,12,123,Taylor County,21623,Taylor,FL
florida,21992985,12,125,Union County,14940,Union,FL
florida,21992985,12,127,Volusia County,547538,Volusia,FL
florida,21992985,12,129,Wakulla County,32461,Wakulla,FL
florida,21992985,12,131,Walton County,71375,Walton,FL
florida,21992985,12,133,Washington County,24880,Washington,FL
new york,19440469,36,001,Albany County,307117,Albany,NY
new york,19440469,36,003,Allegany County,46430,Allegany,NY
new york,19440469,36,005,Bronx County,1432132,Bronx,NY
new york,19440469,36,007,Broome County,191659,Broome,NY
new york,19440469,36,009,Cattaraugus County,76840,Cattaraugus,NY
new york,19440469,36,011,Cayuga County,77145,Cayuga,NY
new york,19440469,36,013,Chautauqua County,127939,Chautauqua,NY
new york,19440469,36,015,Chemung County,84254,Chemung,NY
new york,19440469,36,017,Chenango County,47536,Chenango,NY
new york,19440469,36,019,Clinton County,80695,Clinton,NY
new york,19440469,36,021,Columbia County,59916,Columbia,NY
new york,19440469,36,023,Cortland County,47823,Cortland,NY
new york,19440469,36,025,Delaware County,44527,Delaware,NY
new york,19440469,36,027,Dutchess County,293718,Dutchess,NY
new york,19440469,36,029,Erie County,919719,Erie,NY
new york,19440469,36,031,Essex County,37300,Essex,NY
new york,19440469,36,033,Franklin County,50293,Franklin,NY
new york,19440469,36,035,Fulton County,53591,Fulton,NY
new york,19440469,36,037,Genesee County,57511,Genesee,NY
new york,19440469,36,039,Greene County,47491,Greene,NY
new york,19440469,36,041,Hamilton County,4434,Hamilton,NY
new york,19440469,36,043,Herkimer County,61833,Herkimer,NY
new york,19440469,36,045,Jefferson County,111755,Jefferson,NY
new york,19440469,36,047,Kings County,2582830,Kings,NY
new york,19440469,36,049,Lewis County,26447,Lewis,NY
new york,19440469,36,051,Livingston County,63227,Livingston,NY
new york,19440469,36,053,Madison County,70795,Madison,NY
new york,19440469,36,055,Monroe County,742474,Monroe,NY
new york,19440469,36,057,Montgomery County,49455,Montgomery,NY
new york,19440469,36,059,Nassau County,1358343,Nassau,NY
new york,19440469,36,061,New York County,1628701,New York,NY
new york,19440469,36,063,Niagara County,210433,Niagara,NY
new york,19440469,36,065,Oneida County,229577,Oneida,NY
new york,19440469,36,067,Onondaga County,461809,Onondaga,NY
new york,19440469,36,069,Ontario County,109864,Ontario,NY
new york,19440469,36,071,Orange County,381951,Orange,NY
new york,19440469,36,073,Orleans County,40612,Orleans,NY
new york,19440469,36,075,Oswego County,117898,Oswego,NY
new york,19440469,36,077,Otsego County,59749,Otsego,NY
new york,19440469,36,079,Putnam County,98892,Putnam,NY
new york,19440469,36,081,Queens County,2278906,Queens,NY
new york,19440469,36,083,Rensselaer County,159442,Rensselaer,NY
new york,19440469,36,085,Richmond County,476179,Richmond,NY
new york,19440469,36,087,Rockland County,325695,Rockland,NY
new york,19440469,36,089,St. Lawrence County,108047,St. Lawrence,NY
new york,19440469,36,091,Saratoga County,230163,Saratoga,NY
new york,19440469,36,093,Schenectady County,155350,Schenectady,NY
new york,19440469,36,095,Schoharie County,31097,Schoharie,NY
new york,19440469,36,097,Schuyler County,17912,Schuyler,NY
new york,19440469,36,099,Seneca County,34300,Seneca,NY
new york,19440469,36,101,Steuben County,95796,Steuben,NY
new york,19440469,36,103,Suffolk County,1481093,Suffolk,NY
new york,19440469,36,105,Sullivan County,75498,Sullivan,NY
new york,19440469,36,107,Tioga County,48560,Tioga,NY
new york,19440469,36,109,Tompkins County,102793,Tompkins,NY
new york,19440469,36,111,Ulster County,178599,Ulster,NY
new york,19440469,36,113,Warren County,64265,Warren,NY
new york,19440469,36,115,Washington County,61197,Washington,NY
new york,19440469,36,117,Wayne County,90064,Wayne,NY
new york,19440469,36,119,Westchester County,967612,Westchester,NY
new york,19440469,36,121,Wyoming County,40085,Wyoming,NY
new york,19440469,36,123,Yates County,24841,Yates,NY
pennsylvania,12820878,42,001,Adams County,102811,Adams,PA
pennsylvania,12820878,42,003,Allegheny County,1218452,Allegheny,PA
pennsylvania,12820878,42,005,Armstrong County,65263,Armstrong,PA
pennsylvania,12820878,42,007,Beaver County,164742,Beaver,PA
pennsylvania,12820878,42,009,Bedford County,48176,Bedford,PA
pennsylvania,12820878,42,011,Berks County,420152,Berks,PA
pennsylvania,12820878,42,013,Blair County,122492,Blair,PA
pennsylvania,12820878,42,015,Bradford County,60833,Bradford,PA
pennsylvania,12820878,42,017,Bucks County,628195,Bucks,PA
pennsylvania,12820878,42,019,Butler County,187888,Butler,PA
pennsylvania,12820878,42,021,Cambria County,131730,Cambria,PA
pennsylvania,12820878,42,023,Cameron County,4492,Cameron,PA
pennsylvania,12820878,42,025,Carbon County,64227,Carbon,PA
pennsylvania,12820878,42,027,Centre County,162805,Centre,PA
pennsylvania,12820878,42,029,Chester County,522046,Chester,PA
pennsylvania,12820878,42,031,Clarion County,38779,Clarion,PA
pennsylvania,12820878,42,033,Clearfield County,79388,Clearfield,PA
pennsylvania,12820878,42,035,Clinton County,38684,Clinton,PA
pennsylvania,12820878,42,037,Columbia County,65456,Columbia,PA
pennsylvania,12820878,42,039,Crawford County,85063,Crawford,PA
pennsylvania,12820878,42,041,Cumberland County,251423,Cumberland,PA
pennsylvania,12820878,42,043,Dauphin County,277097,Dauphin,PA
pennsylvania,12820878,42,045,Delaware County,564751,Delaware,PA
pennsylvania,12820878,42,047,Elk County,30169,Elk,PA
pennsylvania,12820878,42,049,Erie County,272061,Erie,PA
pennsylvania,12820878,42,051,Fayette County,130441,Fayette,PA
pennsylvania,12820878,42,053,Forest County,7279,Forest,PA
pennsylvania,12820878,42,055,Franklin County,154835,Franklin,PA
pennsylvania,12820878,42,057,Fulton County,14523,Fulton,PA
pennsylvania,12820878,42,059,Greene County,36506,Greene,PA
pennsylvania,12820878,42,061,Huntingdon County,45168,Huntingdon,PA
pennsylvania,12820878,42,063,Indiana County,84501,Indiana,PA
pennsylvania,12820878,42,065,Jefferson County,43641,Jefferson,PA
pennsylvania,12820878,42,067,Juniata County,24704,Juniata,PA
pennsylvania,12820878,42,069,Lackawanna County,210793,Lackawanna,PA
pennsylvania,12820878,42,071,Lancaster County,543557,Lancaster,PA
pennsylvania,12820878,42,073,Lawrence County,86184,Lawrence,PA
pennsylvania,12820878,42,075,Lebanon County,141314,Lebanon,PA
pennsylvania,12820878,42,077,Lehigh County,368100,Lehigh,PA
pennsylvania,12820878,42,079,Luzerne County,317646,Luzerne,PA
pennsylvania,12820878,42,081,Lycoming County,113664,Lycoming,PA
pennsylvania,12820878,42,083,McKean County,40968,McKean,PA
pennsylvania,12820878,42,085,Mercer County,110683,Mercer,PA
pennsylvania,12820878,42,087,Mifflin County,46222,Mifflin,PA
pennsylvania,12820878,42,089,Monroe County,169507,Monroe,PA
pennsylvania,12820878,42,091,Montgomery County,828604,Montgomery,PA
pennsylvania,12820878,42,093,Montour County,18240,Montour,PA
pennsylvania,12820878,42,095,Northampton County,304807,Northampton,PA
pennsylvania,12820878,42,097,Northumberland County,91083,Northumberland,PA
pennsylvania,12820878,42,099,Perry County,46139,Perry,PA
pennsylvania,12820878,42,101,Philadelphia County,1584138,Philadelphia,PA
pennsylvania,12820878,42,103,Pike County,55933,Pike,PA
pennsylvania,12820878,42,105,Potter County,16622,Potter,PA
pennsylvania,12820878,42,107,Schuylkill County,142067,Schuylkill,PA
pennsylvania,12820878,42,109,Snyder County,40540,Snyder,PA
pennsylvania,12820878,42,111,Somerset County,73952,Somerset,PA
pennsylvania,12820878,42,113,Sullivan County,6071,Sullivan,PA
pennsylvania,12820878,42,115,Susquehanna County,40589,Susquehanna,PA
pennsylvania,12820878,42,117,Tioga County,40763,Tioga,PA
pennsylvania,12820878,42,119,Union County,44785,Union,PA
pennsylvania,12820878,42,121,Venango County,51266,Venango,PA
pennsylvania,12820878,42,123,Warren County,39498,Warren,PA
pennsylvania,12820878,42,125,Washington County,207346,Washington,PA
pennsylvania,12820878,42,127,Wayne County,51276,Wayne,PA
pennsylvania,12820878,42,129,Westmoreland County,350611,Westmoreland,PA
pennsylvania,12820878,42,131,Wyoming County,27046,Wyoming,PA
pennsylvania,12820878,42,133,York County,448273,York,PA
illinois,12659682,17,001,Adams County,65691,Adams,IL
illinois,12659682,17,003,Alexander County,6060,Alexander,IL
illinois,12659682,17,005,Bond County,16630,Bond,IL
illinois,12659682,17,007,Boone County,53577,Boone,IL
illinois,12659682,17,009,Brown County,6556,Brown,IL
illinois,12659682,17,011,Bureau County,32993,Bureau,IL
illinois,12659682,17,013,Calhoun County,4802,Calhoun,IL
illinois,12659682,17,015,Carroll County,14312,Carroll,IL
illinois,12659682,17,017,Cass County,12260,Cass,IL
illinois,12659682,17,019,Champaign County,209983,Champaign,IL
illinois,12659682,17,021,Christian County,32661,Christian,IL
illinois,12659682,17,023,Clark County,15596,Clark,IL
illinois,12659682,17,025,Clay County,13253,Clay,IL
illinois,12659682,17,027,Clinton County,37639,Clinton,IL
illinois,12659682,17,029,Coles County,50885,Coles,IL
illinois,12659682,17,031,Cook County,5180493,Cook,IL
illinois,12659682,17,033,Crawford County,18807,Crawford,IL
illinois,12659682,17,035,Cumberland County,10808,Cumberland,IL
illinois,12659682,17,037,DeKalb County,104143,DeKalb,IL
illinois,12659682,17,039,De Witt County,15769,De Witt,IL
illinois,12659682,17,041,Douglas County,19479,Douglas,IL
illinois,12659682,17,043,DuPage County,928589,DuPage,IL
illinois,12659682,17,045,Edgar County,17360,Edgar,IL
illinois,12659682,17,047,Edwards County,6392,Edwards,IL
illinois,12659682,17,049,Effingham County,34208,Effingham,IL
illinois,12659682,17,051,Fayette County,21416,Fayette,IL
illinois,12659682,17,053,Ford County,13264,Ford,IL
illinois,12659682,17,055,Franklin County,38701,Franklin,IL
illinois,12659682,17,057,Fulton County,34844,Fulton,IL
illinois,12659682,17,059,Gallatin County,5058,Gallatin,IL
illinois,12659682,17,061,Greene County,13044,Greene,IL
illinois,12659682,17,063,Grundy County,50972,Grundy,IL
illinois,12659682,17,065,Hamilton County,8163,Hamilton,IL
illinois,12659682,17,067,Hancock County,17844,Hancock,IL
illinois,12659682,17,069,Hardin County,3910,Hardin,IL
illinois,12659682,17,071,Henderson County,6709,Henderson,IL
illinois,12659682,17,073,Henry County,49090,Henry,IL
illinois,12659682,17,075,Iroquois County,27604,Iroquois,IL
illinois,12659682,17,077,Jackson County,57419,Jackson,IL
illinois,12659682,17,079,Jasper County,9611,Jasper,IL
illinois,12659682,17,081,Jefferson County,37820,Jefferson,IL
illinois,12659682,17,083,Jersey County,21847,Jersey,IL
illinois,12659682,17,085,Jo Daviess County,21366,Jo Daviess,IL
illinois,12659682,17,087,Johnson County,12456,Johnson,IL
illinois,12659682,17,089,Kane County,534216,Kane,IL
illinois,12659682,17,091,Kankakee County,110024,Kankakee,IL
illinois,12659682,17,093,Kendall County,127915,Kendall,IL
illinois,12659682,17,095,Knox County,50112,Knox,IL
illinois,12659682,17,097,Lake County,700832,Lake,IL
illinois,12659682,17,099,LaSalle County,109430,LaSalle,IL
illinois,12659682,17,101,Lawrence County,15765,Lawrence,IL
illinois,12659682,17,103,Lee County,34223,Lee,IL
illinois,12659682,17,105,Livingston County,35761,Livingston,IL
illinois,12659682,17,107,Logan County,28925,Logan,IL
illinois,12659682,17,109,McDonough County,29955,McDonough,IL
illinois,12659682,17,111,McHenry County,308570,McHenry,IL
illinois,12659682,17,113,McLean County,172828,McLean,IL
illinois,12659682,17,115,Macon County,104712,Macon,IL
illinois,12659682,17,117,Macoupin County,45313,Macoupin,IL
illinois,12659682,17,119,Madison County,264461,Madison,IL
illinois,12659682,17,121,Marion County,37620,Marion,IL
illinois,12659682,17,123,Marshall County,11534,Marshall,IL
illinois,12659682,17,125,Mason County,13565,Mason,IL
illinois,12659682,17,127,Massac County,14080,Massac,IL
illinois,12659682,17,129,Menard County,12288,Menard,IL
illinois,12659682,17,131,Mercer County,15601,Mercer,IL
illinois,12659682,17,133,Monroe County,34335,Monroe,IL
illinois,12659682,17,135,Montgomery County,28601,Montgomery,IL
illinois,12659682,17,137,Morgan County,33976,Morgan,IL
illinois,12659682,17,139,Moultrie County,14717,Moultrie,IL
illinois,12659682,17,141,Ogle County,50923,Ogle,IL
illinois,12659682,17,143,Peoria County,180621,Peoria,IL
illinois,12659682,17,145,Perry County,21174,Perry,IL
illinois,12659682,17,147,Piatt County,16396,Piatt,IL
illinois,12659682,17,149,Pike County,15611,Pike,IL
illinois,12659682,17,151,Pope County,4212,Pope,IL
illinois,12659682,17,153,Pulaski County,5463,Pulaski,IL
illinois,12659682,17,155,Putnam County,5740,Putnam,IL
illinois,12659682,17,157,Randolph County,32106,Randolph,IL
illinois,12659682,17,159,Richland County,15763,Richland,IL
illinois,12659682,17,161,Rock Island County,143477,Rock Island,IL
illinois,12659682,17,163,St. Clair County,261059,St. Clair,IL
illinois,12659682,17,165,Saline County,23906,Saline,IL
illinois,12659682,17,167,Sangamon County,195348,Sangamon,IL
illinois,12659682,17,169,Schuyler County,6907,Schuyler,IL
illinois,12659682,17,171,Scott County,4926,Scott,IL
illinois,12659682,17,173,Shelby County,21741,Shelby,IL
illinois,12659682,17,175,Stark County,5427,Stark,IL
illinois,12659682,17,177,Stephenson County,44753,Stephenson,IL
illinois,12659682,17,179,Tazewell County,132328,Tazewell,IL
illinois,12659682,17,181,Union County,16841,Union,IL
illinois,12659682,17,183,Vermilion County,76806,Vermilion,IL
illinois,12659682,17,185,Wabash County,11549,Wabash,IL
illinois,12659682,17,187,Warren County,17032,Warren,IL
illinois,12659682,17,189,Washington County,13995,Washington,IL
illinois,12659682,17,191,Wayne County,16332,Wayne,IL
illinois,12659682,17,193,White County,13665,White,IL
illinois,12659682,17,195,Whiteside County,55626,Whiteside,IL
illinois,12659682,17,197,Will County,692310,Will,IL
illinois,12659682,17,199,Williamson County,67056,Williamson,IL
illinois,12659682,17,201,Winnebago County,284081,Winnebago,IL
illinois,12659682,17,203,Woodford County,38463,Woodford,IL
ohio,11747694,39,001,Adams County,27724,Adams,OH
ohio,11747694,39,003,Allen County,102663,Allen,OH
ohio,11747694,39,005,Ashland County,53745,Ashland,OH
ohio,11747694,39,007,Ashtabula County,97493,Ashtabula,OH
ohio,11747694,39,009,Athens County,65818,Athens,OH
ohio,11747694,39,011,Auglaize County,45804,Auglaize,OH
ohio,11747694,39,013,Belmont County,67505,Belmont,OH
ohio,11747694,39,015,Brown County,43602,Brown,OH
ohio,11747694,39,017,Butler County,382378,Butler,OH
ohio,11747694,39,019,Carroll County,27081,Carroll,OH
ohio,11747694,39,021,Champaign County,38754,Champaign,OH
ohio,11747694,39,023,Clark County,134585,Clark,OH
ohio,11747694,39,025,Clermont County,205466,Clermont,OH
ohio,11747694,39,027,Clinton County,42057,Clinton,OH
ohio,11747694,39,029,Columbiana County,102665,Columbiana,OH
ohio,11747694,39,031,Coshocton County,36629,Coshocton,OH
ohio,11747694,39,033,Crawford County,41550,Crawford,OH
ohio,11747694,39,035,Cuyahoga County,1243857,Cuyahoga,OH
ohio,11747694,39,037,Darke County,51323,Darke,OH
ohio,11747694,39,039,Defiance County,38165,Defiance,OH
ohio,11747694,39,041,Delaware County,204826,Delaware,OH
ohio,11747694,39,043,Erie County,74615,Erie,OH
ohio,11747694,39,045,Fairfield County,155782,Fairfield,OH
ohio,11747694,39,047,Fayette County,28666,Fayette,OH
ohio,11747694,39,049,Franklin County,1310300,Franklin,OH
ohio,11747694,39,051,Fulton County,42276,Fulton,OH
ohio,11747694,39,053,Gallia County,29979,Gallia,OH
ohio,11747694,39,055,Geauga County,94031,Geauga,OH
ohio,11747694,39,057,Greene County,167995,Greene,OH
ohio,11747694,39,059,Guernsey County,39022,Guernsey,OH
ohio,11747694,39,061,Hamilton County,816684,Hamilton,OH
ohio,11747694,39,063,Hancock County,75930,Hancock,OH
ohio,11747694,39,065,Hardin County,31480,Hardin,OH
ohio,11747694,39,067,Harrison County,15174,Harrison,OH
ohio,11747694,39,069,Henry County,27086,Henry,OH
ohio,11747694,39,071,Highland County,43058,Highland,OH
ohio,11747694,39,073,Hocking County,28385,Hocking,OH
ohio,11747694,39,075,Holmes County,43892,Holmes,OH
ohio,11747694,39,077,Huron County,58504,Huron,OH
ohio,11747694,39,079,Jackson County,32384,Jackson,OH
ohio,11747694,39,081,Jefferson County,65767,Jefferson,OH
ohio,11747694,39,083,Knox County,61893,Knox,OH
ohio,11747694,39,085,Lake County,230514,Lake,OH
ohio,11747694,39,087,Lawrence County,59866,Lawrence,OH
ohio,11747694,39,089,Licking County,175769,Licking,OH
ohio,11747694,39,091,Logan County,45358,Logan,OH
ohio,11747694,39,093,Lorain County,309461,Lorain,OH
ohio,11747694,39,095,Lucas County,429899,Lucas,OH
ohio,11747694,39,097,Madison County,44413,Madison,OH
ohio,11747694,39,099,Mahoning County,229642,Mahoning,OH
ohio,11747694,39,101,Marion County,65256,Marion,OH
ohio,11747694,39,103,Medina County,179146,Medina,OH
ohio,11747694,39,105,Meigs County,23106,Meigs,OH
ohio,11747694,39,107,Mercer County,40959,Mercer,OH
ohio,11747694,39,109,Miami County,106222,Miami,OH
ohio,11747694,39,111,Monroe County,13790,Monroe,OH
ohio,11747694,39,113,Montgomery County,532331,Montgomery,OH
ohio,11747694,39,115,Morgan County,14604,Morgan,OH
ohio,11747694,39,117,Morrow County,35112,Morrow,OH
ohio,11747694,39,119,Muskingum County,86183,Muskingum,OH
ohio,11747694,39,121,Noble County,14354,Noble,OH
ohio,11747694,39,123,Ottawa County,40769,Ottawa,OH
ohio,11747694,39,125,Paulding County,18760,Paulding,OH
ohio,11747694,39,127,Perry County,36033,Perry,OH
ohio,11747694,39,129,Pickaway County,58086,Pickaway,OH
ohio,11747694,39,131,Pike County,28067,Pike,OH
ohio,11747694,39,133,Portage County,162927,Portage,OH
