date,state,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,dataQualityGrade,lastUpdateEt,hash,dateChecked,death,hospitalized,total,totalTestResults,posNeg,fips,deathIncrease,hospitalizedIncrease,negativeIncrease,positiveIncrease,totalTestResultsIncrease
20200427,MO,7171.0,63935.0,,679.0,,,,109.0,,,B,4/27/2020 15:00,eafa29e3b6343ea6102706b1d36bf5e594909c41,2020-04-27T20:00:00Z,288.0,,71106,71106,71106,29,14.0,0.0,1184.0,174.0,1358.0
20200427,MP,14.0,51.0,,,,,,,,11.0,D,4/27/2020 00:00,d33319cc0c917cf64d655bb8654ce9bf02e9b4a1,2020-04-27T20:00:00Z,2.0,,65,65,65,69,0.0,0.0,0.0,0.0,0.0
20200427,MS,6094.0,57368.0,,590.0,1060.0,142.0,,71.0,,,B,4/26/2020 19:00,578126a119e5c74556d9be8eb706ba157fb4db2e,2020-04-27T20:00:00Z,229.0,1060.0,63462,63462,63462,28,2.0,59.0,2491.0,183.0,2674.0
20200427,MT,449.0,12584.0,,11.0,61.0,,,,,352.0,C,4/27/2020 00:00,4a1f2762f9240a017c2311cabf8d4ac86b37e66c,2020-04-27T20:00:00Z,14.0,61.0,13033,13033,13033,30,0.0,0.0,170.0,1.0,171.0
20200427,NC,9142.0,100778.0,,473.0,,,,,,,B,4/27/2020 10:20,0807ba3c14d6e11d839eec0eb2eebd7618fb86ea,2020-04-27T20:00:00Z,306.0,,109920,109920,109920,37,7.0,0.0,1714.0,312.0,2026.0
20200427,ND,942.0,21492.0,,23.0,77.0,,,,,350.0,C,4/27/2020 13:00,5c52b8288bf66fd5f5072095b5180a09e85d1468,2020-04-27T20:00:00Z,19.0,77.0,22434,22434,22434,38,2.0,6.0,1642.0,75.0,1717.0
20200427,NE,3028.0,19335.0,,,,,,,,,D,4/26/2020 19:45,8914914a0bc0de8a9c58080c8d47e30f51ff3ed4,2020-04-27T20:00:00Z,56.0,,22363,22363,22363,31,3.0,0.0,839.0,296.0,1135.0
20200427,NH,1864.0,17860.0,270.0,101.0,242.0,,,,,779.0,C,4/26/2020 09:00,9b35756d7c5b2e599e4f7e64f52108d8c98a6e19,2020-04-27T20:00:00Z,60.0,242.0,19994,19724,19724,33,0.0,4.0,896.0,77.0,973.0
20200427,NJ,111188.0,116587.0,,6407.0,,1801.0,,1303.0,,,A,4/26/2020 11:00,704e9323b878b2df6db0823fc632101b88cae418,2020-04-27T20:00:00Z,6044.0,,227775,227775,227775,34,106.0,0.0,2481.0,2150.0,4631.0
20200427,NM,2726.0,53889.0,,148.0,412.0,,,,,650.0,C,4/26/2020 18:01,e714ae8df918ace6971c3fba0dd1c100669f8e54,2020-04-27T20:00:00Z,99.0,412.0,56615,56615,56615,35,6.0,0.0,2814.0,66.0,2880.0
20200427,NV,4690.0,34123.0,,,,,,,,,F,4/27/2020 10:00,9018e40618c5d0a50a53a84027eb5c7826214236,2020-04-27T20:00:00Z,206.0,,38813,38813,38813,32,0.0,0.0,539.0,88.0,627.0
20200427,NY,291996.0,534099.0,,12819.0,63570.0,,,,,50751.0,B,4/27/2020 00:00,e621daf236a826a05dc95cfe924c35dd3884df10,2020-04-27T20:00:00Z,17303.0,63570.0,826095,826095,826095,36,337.0,1044.0,16794.0,3951.0,20745.0
20200427,OH,15699.0,103692.0,,,3232.0,,978.0,,,,B,4/27/2020 14:00,6ea2bcb1f783f2ebf94b4c4e16ca1452358ebbf8,2020-04-27T20:00:00Z,753.0,3232.0,119391,119391,119391,39,25.0,54.0,3269.0,-264.0,3005.0
20200427,OK,3280.0,49891.0,,306.0,656.0,150.0,,,,2167.0,A,4/27/2020 00:00,ff89cc50daee75852767d41a04b6d94bbee733a2,2020-04-27T20:00:00Z,197.0,656.0,53171,53171,53171,40,2.0,3.0,0.0,27.0,27.0
20200427,OR,2354.0,48844.0,,249.0,554.0,71.0,,31.0,,,B,4/27/2020 11:00,fc5f62088c26c2b10f541913c441307b868c9ea3,2020-04-27T20:00:00Z,92.0,554.0,51198,51198,51198,41,1.0,8.0,2191.0,43.0,2234.0
20200427,PA,42050.0,161372.0,,2800.0,,,,629.0,,,B,4/27/2020 12:00,92d39ffc2dfac4117f9f8cfaeffe635abc400174,2020-04-27T20:00:00Z,1597.0,,203422,203422,203422,42,47.0,0.0,3944.0,885.0,4829.0
20200427,PR,1389.0,9313.0,1940.0,,,,,,,,D,4/27/2020 06:00,d5049f94e056131d76cd97012700969fa8b77035,2020-04-27T20:00:00Z,84.0,,12642,10702,10702,72,0.0,0.0,0.0,18.0,18.0
20200427,RI,7708.0,48177.0,,266.0,718.0,81.0,,56.0,,452.0,A+,4/27/2020 00:00,666db3886a7c98e76c33227742708546eed642c8,2020-04-27T20:00:00Z,233.0,718.0,55885,55885,55885,44,7.0,27.0,2213.0,269.0,2482.0
20200427,SC,5490.0,45271.0,,,944.0,,,,,3701.0,B,4/26/2020 15:30,df361784e562bc68884111e99f5f2faa4e2a272c,2020-04-27T20:00:00Z,174.0,944.0,50761,50761,50761,45,0.0,0.0,0.0,0.0,0.0
20200427,SD,2245.0,14130.0,,61.0,150.0,,,,,1316.0,C,4/26/2020 18:00,e02d7ff19b7d8df322ebad547d788d1cbf7b204c,2020-04-27T20:00:00Z,11.0,150.0,16375,16375,16375,46,0.0,15.0,68.0,33.0,101.0
20200427,TN,9918.0,144484.0,,,837.0,,,,,4720.0,B,4/27/2020 15:00,63282b3d508ae3ed46da50f1f1096c5e9f5011b8,2020-04-27T20:00:00Z,184.0,837.0,154402,154402,154402,47,3.0,9.0,5930.0,251.0,6181.0
20200427,TX,25297.0,265220.0,,1563.0,,,,,,11170.0,B,4/27/2020 13:10,71e0a846ca395cb44d760afda797d76a58c2e3b6,2020-04-27T20:00:00Z,663.0,,290517,290517,290517,48,15.0,0.0,13830.0,666.0,14496.0
20200427,UT,4233.0,95962.0,,,349.0,,,,,1641.0,C,4/27/2020 15:00,1e55f271d9dda64f90be344064c40abb35d1892e,2020-04-27T20:00:00Z,41.0,349.0,100195,100195,100195,49,0.0,4.0,4383.0,110.0,4493.0
20200427,VA,13535.0,67144.0,542.0,1455.0,3298.0,389.0,,217.0,,1843.0,B,4/27/2020 00:00,7a56898bef7129127db55002d636c8093d3f4e25,2020-04-27T20:00:00Z,458.0,3298.0,81221,80679,80679,51,10.0,1284.0,3514.0,565.0,4079.0
20200427,VI,59.0,716.0,5.0,,,,,,,51.0,D,4/26/2020 00:00,0d67c46a3e9f235ea3e072cb9cbed8c4c45e8a72,2020-04-27T20:00:00Z,4.0,,780,775,775,78,0.0,0.0,16.0,2.0,18.0
20200427,VT,855.0,14218.0,,33.0,,,,,,,C,4/27/2020 00:00,e174f488ebde01d7e8e3934fa00a9a8c6fc01ef4,2020-04-27T20:00:00Z,47.0,,15073,15073,15073,50,1.0,0.0,272.0,4.0,276.0
20200427,WA,13521.0,161956.0,,536.0,,115.0,,,,,B,4/26/2020 02:59,ce6cdac1905a846743a45c79962cb73ef452835a,2020-04-27T20:00:00Z,749.0,,175477,175477,175477,53,11.0,0.0,37.0,0.0,37.0
20200427,WI,6081.0,61311.0,204.0,337.0,1415.0,124.0,355.0,,,,A,4/27/2020 16:00,64457017e0711d8850db8d377af8379686e83b6a,2020-04-27T20:00:00Z,281.0,1415.0,67596,67392,67392,55,9.0,18.0,2076.0,170.0,2246.0
20200427,WV,1063.0,41976.0,,100.0,,38.0,,20.0,,455.0,B,4/27/2020 10:00,2d3df91e2ec20c6037da629decf047dc927d14ab,2020-04-27T20:00:00Z,36.0,,43039,43039,43039,54,2.0,0.0,3957.0,19.0,3976.0
20200427,WY,370.0,7797.0,,16.0,54.0,,,,,342.0,C,4/26/2020 13:58,b0656b07fd36d968f45aaa525a29fbabde94a283,2020-04-27T20:00:00Z,7.0,54.0,8167,8167,8167,56,0.0,0.0,0.0,8.0,8.0
20200426,AK,341.0,15836.0,,14.0,,,,,,217.0,B,4/26/2020 14:15,6ab39d2fb1ad164eea6affb92618298dbc12ec44,2020-04-26T20:00:00Z,9.0,,16177,16177,16177,2,0.0,0.0,443.0,2.0,445.0
20200426,AL,6270.0,67281.0,,,845.0,,288.0,,170.0,,B,4/26/2020 00:00,ed9e3ee360ef06edeecadca62135cb70d5ae7912,2020-04-26T20:00:00Z,216.0,845.0,73551,73551,73551,1,4.0,6.0,2074.0,133.0,2207.0
20200426,AR,2941.0,36528.0,,104.0,291.0,,,25.0,57.0,985.0,B,4/26/2020 10:00,7c51b6bf39bd410bbd059f354066029e902ff7fd,2020-04-26T20:00:00Z,49.0,291.0,39469,39469,39469,5,2.0,0.0,1304.0,112.0,1416.0
20200426,AS,0.0,3.0,17.0,,,,,,,,F,4/19/2020 00:00,334e80fba6f5a0cd329ee24e0dc587dc60182997,2020-04-26T20:00:00Z,0.0,,20,3,3,60,0.0,0.0,0.0,0.0,0.0
20200426,AZ,6526.0,58285.0,,671.0,1037.0,308.0,,200.0,,1383.0,A+,4/26/2020 00:00,32cd8f42b9b3f32ea2a0ff4c62cc460439796098,2020-04-26T20:00:00Z,275.0,1037.0,64811,64811,64811,4,9.0,15.0,2057.0,246.0,2303.0
20200426,CA,42164.0,483920.0,,4928.0,,1473.0,,,,,B,4/25/2020 00:00,b0772bea60b2d5bc5065af016fdbf08514b9dcbf,2020-04-26T20:00:00Z,1710.0,,526084,526084,526084,6,59.0,0.0,19022.0,1027.0,20049.0
20200426,CO,12968.0,46823.0,,1046.0,2410.0,,,,,2150.0,B,4/25/2020 00:00,7589d855a376e42ba12d8ae7587612939f257d21,2020-04-26T20:00:00Z,672.0,2410.0,59791,59791,59791,8,-2.0,44.0,2290.0,712.0,3002.0
20200426,CT,25269.0,54542.0,,1766.0,,,,,,,C,4/26/2020 16:00,bbd0be3d6ad3c54f60bdb25b13a88098ca461e8d,2020-04-26T20:00:00Z,1924.0,,79811,79811,79811,9,62.0,0.0,1522.0,687.0,2209.0
20200426,DC,3841.0,14227.0,,402.0,,120.0,,69.0,,657.0,B,4/25/2020 00:00,26b6797faf44f1e75d80bbcdc7ebc01e585e4d9a,2020-04-26T20:00:00Z,178.0,,18068,18068,18068,11,13.0,0.0,624.0,142.0,766.0
20200426,DE,4034.0,15215.0,,317.0,,,,,,911.0,B,4/25/2020 18:00,752ca8e42f55771aa973d3896d1fb0c89663f169,2020-04-26T20:00:00Z,120.0,,19249,19249,19249,10,8.0,0.0,1093.0,458.0,1551.0
20200426,FL,31528.0,313085.0,1183.0,,5155.0,,,,,,C,4/26/2020 09:32,10b942ef8949681fad3306cf36898e014d15bb08,2020-04-26T20:00:00Z,1094.0,5155.0,345796,344613,344613,12,19.0,110.0,10825.0,689.0,11514.0
20200426,GA,23401.0,99822.0,,,4359.0,,,,,,B,4/26/2020 11:28,570e23bc54d896e24e41e2caeba47760dc9741d1,2020-04-26T20:00:00Z,912.0,4359.0,123223,123223,123223,13,8.0,33.0,3503.0,706.0,4209.0
20200426,GU,141.0,1387.0,,2.0,,,,,,128.0,D,4/26/2020 07:30,bf2fb37d24f393de1115b19b6ddbf380b2af9a59,2020-04-26T20:00:00Z,5.0,,1528,1528,1528,66,0.0,0.0,79.0,0.0,79.0
20200426,HI,603.0,27880.0,,,68.0,,,,,482.0,C,4/25/2020 18:00,ed680e03c2bd651440953436c70b8b3cdd6f2fa6,2020-04-26T20:00:00Z,14.0,68.0,28483,28483,28483,15,1.0,1.0,441.0,2.0,443.0
20200426,IA,5476.0,30614.0,,286.0,,99.0,,55.0,,1900.0,B,4/25/2020 12:00,0a8128bb79fcd85376592bc6c570a15367a4d433,2020-04-26T20:00:00Z,118.0,,36090,36090,36090,19,6.0,0.0,1356.0,384.0,1740.0
20200426,ID,1887.0,17678.0,,,169.0,,72.0,,,938.0,C,4/25/2020 19:00,3e2e979b4e95d79b1db52e1ea8e8993b4d9a57c2,2020-04-26T20:00:00Z,56.0,169.0,19565,19565,19565,16,2.0,1.0,187.0,17.0,204.0
20200426,IL,43903.0,171049.0,,4595.0,,1267.0,,772.0,,,A,4/26/2020 00:00,c0e75f2f23875d29bbb33d7770607140f886abbd,2020-04-26T20:00:00Z,1933.0,,214952,214952,214952,17,59.0,0.0,11209.0,2126.0,13335.0
20200426,IN,15012.0,66696.0,,1446.0,,589.0,,310.0,,,B,4/25/2020 23:59,88b158f5e73d75db240945f2809c7d4c57b7688e,2020-04-26T20:00:00Z,813.0,,81708,81708,81708,18,28.0,0.0,1317.0,617.0,1934.0
20200426,KS,3174.0,23053.0,,,485.0,,,,,,C,4/26/2020 11:00,060dcb99cea0b0671a55dd1370e6bf4b1334cd17,2020-04-26T20:00:00Z,118.0,485.0,26227,26227,26227,20,1.0,11.0,910.0,118.0,1028.0
20200426,KY,3905.0,42653.0,,301.0,1266.0,164.0,605.0,,,1501.0,A,4/25/2020 17:00,06996037449a479364019c20b5f639a6cb2bdf09,2020-04-26T20:00:00Z,205.0,1266.0,46558,46558,46558,21,5.0,123.0,1470.0,126.0,1596.0
20200426,LA,26773.0,116263.0,,1701.0,,,,265.0,,14927.0,B,4/26/2020 13:00,4d28d1dd8d41f2f22d82a4fdd2cfe3e671a56a8a,2020-04-26T20:00:00Z,1670.0,,143036,143036,143036,22,26.0,0.0,3773.0,261.0,4034.0
20200426,MA,54938.0,181162.0,,3879.0,5104.0,1077.0,,,,,B,4/26/2020 16:00,cfb119d1a92fa393b14a3cfaff062c3c549b4cbf,2020-04-26T20:00:00Z,2899.0,5104.0,236100,236100,236100,25,22.0,139.0,7665.0,1590.0,9255.0
20200426,MD,18581.0,78084.0,,1463.0,3962.0,530.0,,,,1177.0,A,4/26/2020 10:00,40a280451cc65d41dd97406b392dea4617c58b86,2020-04-26T20:00:00Z,910.0,3962.0,96665,96665,96665,24,35.0,202.0,6727.0,815.0,7542.0
20200426,ME,1015.0,16784.0,,39.0,159.0,19.0,,7.0,,532.0,B,4/26/2020 10:30,08dc607fddc37dbd8a8c7fc0227e5bcaa5e14648,2020-04-26T20:00:00Z,50.0,159.0,17799,17799,17799,23,0.0,3.0,0.0,25.0,25.0
20200426,MI,37778.0,113228.0,,2757.0,,1099.0,,871.0,,8342.0,A+,4/26/2020 11:00,d341cf05b932d50502e809574980705057eaab82,2020-04-26T20:00:00Z,3315.0,,151006,151006,151006,26,41.0,0.0,6387.0,575.0,6962.0
20200426,MN,3602.0,55385.0,,285.0,829.0,115.0,301.0,,,1502.0,A,4/26/2020 12:00,83131cc7391f8a31ce64f544be092aa9e56a1133,2020-04-26T20:00:00Z,272.0,829.0,58987,58987,58987,27,28.0,32.0,2234.0,156.0,2390.0
20200426,MO,6997.0,62751.0,,679.0,,,,109.0,,,B,4/26/2020 15:00,c5eb46e4afbbd1369bbc58eceb0c4be60b287582,2020-04-26T20:00:00Z,274.0,,69748,69748,69748,29,1.0,0.0,2359.0,171.0,2530.0
20200426,MP,14.0,51.0,,,,,,,,11.0,D,4/26/2020 00:00,2d145adb826225c104c52ae5912b85d1b6867c65,2020-04-26T20:00:00Z,2.0,,65,65,65,69,0.0,0.0,0.0,0.0,0.0
20200426,MS,5911.0,54877.0,,644.0,1001.0,146.0,,67.0,,,B,4/25/2020 00:00,0315479b31f5a6c36818eadc52066adc2db6bc81,2020-04-26T20:00:00Z,227.0,1001.0,60788,60788,60788,28,6.0,5.0,1638.0,193.0,1831.0
20200426,MT,448.0,12414.0,,11.0,61.0,,,,,339.0,C,4/26/2020 00:00,4c3994f126d35404816d9846b4aa9a6a89a9a266,2020-04-26T20:00:00Z,14.0,61.0,12862,12862,12862,30,0.0,0.0,362.0,3.0,365.0
20200426,NC,8830.0,99064.0,,451.0,,,,,,,B,4/26/2020 11:00,b6fe23e4c582b0130ebc7c5929d51ee111b315df,2020-04-26T20:00:00Z,299.0,,107894,107894,107894,37,10.0,0.0,2422.0,207.0,2629.0
20200426,ND,867.0,19850.0,,18.0,71.0,,,,,326.0,C,4/26/2020 13:00,75b8a2cc2498153ff856ba77ceac6d59d9567269,2020-04-26T20:00:00Z,17.0,71.0,20717,20717,20717,38,1.0,1.0,1303.0,64.0,1367.0
20200426,NE,2732.0,18496.0,,,,,,,,,D,4/25/2020 19:45,e66b79878ed81532842baeb6708bd451e96dba0e,2020-04-26T20:00:00Z,53.0,,21228,21228,21228,31,3.0,0.0,944.0,311.0,1255.0
20200426,NH,1787.0,16964.0,550.0,95.0,238.0,,,,,777.0,C,4/25/2020 09:00,c54ecaa5bd31ee9c09d9372631983a3e4d31d0f3,2020-04-26T20:00:00Z,60.0,238.0,19301,18751,18751,33,7.0,14.0,957.0,67.0,1024.0
20200426,NJ,109038.0,114106.0,,6573.0,,1804.0,,1418.0,,,A,4/26/2020 11:00,1c63b0609288fa1eb9a7cd646ab50f7489efc757,2020-04-26T20:00:00Z,5938.0,,223144,223144,223144,34,75.0,0.0,5943.0,3515.0,9458.0
20200426,NM,2660.0,51075.0,,152.0,412.0,,,,,614.0,C,4/25/2020 20:24,f2cb2065af2d8f2be86756cb51e564a738b34ad8,2020-04-26T20:00:00Z,93.0,412.0,53735,53735,53735,35,9.0,0.0,2086.0,139.0,2225.0
20200426,NV,4602.0,33584.0,,,,,,,,,F,4/26/2020 12:00,3d6bea067e7771df1922abbfcda4904c23ec6fd0,2020-04-26T20:00:00Z,206.0,,38186,38186,38186,32,2.0,0.0,915.0,63.0,978.0
20200426,NY,288045.0,517305.0,,12839.0,62526.0,5016.0,,,,49687.0,B,4/26/2020 00:00,e6a2c02a9afad5aeb5175c2dd206e33740c6ff47,2020-04-26T20:00:00Z,16966.0,62526.0,805350,805350,805350,36,367.0,1067.0,21880.0,5902.0,27782.0
20200426,OH,15963.0,100423.0,,,3178.0,,952.0,,,,B,4/26/2020 14:00,8114364a8aaff1e2dce0670c5690873730a994bf,2020-04-26T20:00:00Z,728.0,3178.0,116386,116386,116386,39,17.0,63.0,4027.0,376.0,4403.0
20200426,OK,3253.0,49891.0,,306.0,653.0,150.0,,,,2139.0,A,4/26/2020 00:00,6124531242734b864ee98ee8b00d3d1c255f6836,2020-04-26T20:00:00Z,195.0,653.0,53144,53144,53144,40,1.0,16.0,0.0,60.0,60.0
20200426,OR,2311.0,46653.0,,249.0,546.0,71.0,,31.0,,,B,4/26/2020 11:00,191022916550c0fa24bafccf5031087733585a92,2020-04-26T20:00:00Z,91.0,546.0,48964,48964,48964,41,4.0,10.0,1529.0,58.0,1587.0
20200426,PA,41165.0,157428.0,,2736.0,,,,632.0,,,B,4/26/2020 12:00,9b0a74eab5ea2b6f84716d7ae836d4dfe47b624a,2020-04-26T20:00:00Z,1550.0,,198593,198593,198593,42,13.0,0.0,4542.0,1116.0,5658.0
20200426,PR,1371.0,9313.0,1940.0,,,,,,,,D,4/26/2020 06:00,6f760e2f5cad4c6d5d9d08e8d528e69f526d95b1,2020-04-26T20:00:00Z,84.0,,12624,10684,10684,72,1.0,0.0,0.0,64.0,64.0
20200426,RI,7439.0,45964.0,,258.0,691.0,78.0,,53.0,,433.0,A+,4/26/2020 00:00,0ffe9c59fe3084420b3207d8b07840ec1fbdaa44,2020-04-26T20:00:00Z,226.0,691.0,53403,53403,53403,44,11.0,115.0,2202.0,310.0,2512.0
20200426,SC,5490.0,45271.0,,,944.0,,,,,3701.0,B,4/26/2020 15:30,be81461758c41202ae7ae8dd2d1de6083490ecd1,2020-04-26T20:00:00Z,174.0,944.0,50761,50761,50761,45,8.0,0.0,1510.0,237.0,1747.0
20200426,SD,2212.0,14062.0,,64.0,135.0,,,,,1257.0,C,4/25/2020 18:00,c4b0777f6334fd1068e029b6add015ab9ad3b256,2020-04-26T20:00:00Z,11.0,135.0,16274,16274,16274,46,1.0,7.0,613.0,65.0,678.0
20200426,TN,9667.0,138554.0,,,828.0,,,,,4527.0,B,4/26/2020 15:00,1d91aa77fe4a66e0712a47775c6d4e1f2e46d6bb,2020-04-26T20:00:00Z,181.0,828.0,148221,148221,148221,47,3.0,7.0,6337.0,478.0,6815.0
20200426,TX,24631.0,251390.0,,1542.0,,,,,,10763.0,B,4/26/2020 12:40,29637f963b5add57304a3f09d8c2c27cd12a343c,2020-04-26T20:00:00Z,648.0,,276021,276021,276021,48,25.0,0.0,12347.0,858.0,13205.0
20200426,UT,4123.0,91579.0,,,345.0,,,,,1568.0,C,4/26/2020 15:00,c706eeadc34418fcad78ceccceb6f4156f6cdadf,2020-04-26T20:00:00Z,41.0,345.0,95702,95702,95702,49,0.0,16.0,5321.0,175.0,5496.0
20200426,VA,12970.0,63630.0,539.0,1436.0,2014.0,387.0,,217.0,,1815.0,B,4/26/2020 00:00,fe5fb68831ba847c96c01e83ceec58bc8b052645,2020-04-26T20:00:00Z,448.0,2014.0,77139,76600,76600,51,12.0,72.0,3354.0,604.0,3958.0
20200426,VI,57.0,700.0,19.0,,,,,,,51.0,D,4/26/2020 00:00,306166f17cc29821aa78951ef80c88f954e591c5,2020-04-26T20:00:00Z,4.0,,776,757,757,78,1.0,0.0,7.0,2.0,9.0
20200426,VT,851.0,13946.0,,34.0,,,,,,,C,4/26/2020 00:00,0477b3c707ddf74189bb3f5d8c9444cb4ef12949,2020-04-26T20:00:00Z,46.0,,14797,14797,14797,50,0.0,0.0,107.0,8.0,115.0
20200426,WA,13521.0,161919.0,,508.0,,145.0,,,,,B,4/25/2020 02:59,d9f34cce6aa718d21eba2923111d6ff1f137eca3,2020-04-26T20:00:00Z,738.0,,175440,175440,175440,53,73.0,0.0,0.0,0.0,0.0
20200426,WI,5911.0,59235.0,197.0,337.0,1397.0,136.0,353.0,,,,A,4/26/2020 16:00,267f5981f565558feb6a91f98f843a3867ce4b22,2020-04-26T20:00:00Z,272.0,1397.0,65343,65146,65146,55,6.0,21.0,2097.0,224.0,2321.0
20200426,WV,1044.0,38019.0,,100.0,,38.0,,20.0,,455.0,B,4/26/2020 10:00,d8bc5cb9e0ddd4f8a407ef8adbbfa4a0d7316498,2020-04-26T20:00:00Z,34.0,,39063,39063,39063,54,2.0,0.0,6073.0,24.0,6097.0
20200426,WY,362.0,7797.0,,16.0,54.0,,,,,334.0,C,4/25/2020 17:20,d3f5a6d52704662f7d178c0b35d38fa954af2ea3,2020-04-26T20:00:00Z,7.0,54.0,8159,8159,8159,56,0.0,0.0,0.0,13.0,13.0
20200425,AK,339.0,15393.0,,32.0,,,,,,217.0,B,4/25/2020 16:00,38b933181a960ab000b1b46afb87de5047a9ba49,2020-04-25T20:00:00Z,9.0,,15732,15732,15732,2,0.0,0.0,3451.0,0.0,3451.0
20200425,AL,6137.0,65207.0,,,839.0,,288.0,,170.0,,B,4/25/2020 00:00,bb87dd4e1e46e49d21a95aac64f980307176d49f,2020-04-25T20:00:00Z,212.0,839.0,71344,71344,71344,1,15.0,71.0,18344.0,305.0,18649.0
20200425,AR,2829.0,35224.0,,104.0,291.0,,,25.0,57.0,964.0,B,4/25/2020 10:47,5015b17230e8d8937c262729f44aab9d0741c616,2020-04-25T20:00:00Z,47.0,291.0,38053,38053,38053,5,2.0,0.0,2387.0,88.0,2475.0
20200425,AS,0.0,3.0,17.0,,,,,,,,F,4/19/2020 00:00,abc3a1eb49566dda33ec1fb9a469cddb9f6acda8,2020-04-25T20:00:00Z,0.0,,20,3,3,60,0.0,0.0,0.0,0.0,0.0
20200425,AZ,6280.0,56228.0,,697.0,1022.0,313.0,,191.0,,1345.0,A+,4/25/2020 00:00,87bbc454eb5decc324bfda524aaf2cdb918fda26,2020-04-25T20:00:00Z,266.0,1022.0,62508,62508,62508,4,0.0,38.0,1559.0,235.0,1794.0
20200425,CA,41137.0,464898.0,,4847.0,,1458.0,,,,,B,4/23/2020 00:00,fabe51c7f8b1824b84e560ffeccfc891b69bd4a0,2020-04-25T20:00:00Z,1651.0,,506035,506035,506035,6,89.0,0.0,9979.0,1883.0,11862.0
20200425,CO,12256.0,44533.0,,1084.0,2366.0,,,,,2086.0,B,4/24/2020 00:00,cfc823984fbb28413d1fbd2fc081049f86258556,2020-04-25T20:00:00Z,674.0,2366.0,56789,56789,56789,8,122.0,129.0,3471.0,994.0,4465.0
20200425,CT,24582.0,53020.0,,1810.0,,,,,,,C,4/25/2020 16:00,30385634fbca61b84eb9ba3c6c7ac09945c7e683,2020-04-25T20:00:00Z,1862.0,,77602,77602,77602,9,98.0,0.0,2903.0,661.0,3564.0
20200425,DC,3699.0,13603.0,,402.0,,120.0,,69.0,,652.0,B,4/24/2020 00:00,0897a99d04e176582295650179dd7b14c9190657,2020-04-25T20:00:00Z,165.0,,17302,17302,17302,11,12.0,0.0,598.0,171.0,769.0
20200425,DE,3576.0,14122.0,,300.0,,,,,,809.0,B,4/24/2020 18:00,ff456c12e8e3e7e03217295431b6ff3d9b1f1105,2020-04-25T20:00:00Z,112.0,,17698,17698,17698,10,12.0,0.0,185.0,134.0,319.0
20200425,FL,30839.0,302260.0,1292.0,,5045.0,,,,,,C,4/25/2020 09:36,2b945d84f36d4519e6f5cf87ffdf186f3a14cc0b,2020-04-25T20:00:00Z,1075.0,5045.0,334391,333099,333099,12,44.0,157.0,15475.0,665.0,16140.0
20200425,GA,22695.0,96319.0,,,4326.0,,,,,,B,4/25/2020 11:28,8712d16a3b343d12e1b348312e6a57cd92c09262,2020-04-25T20:00:00Z,904.0,4326.0,119014,119014,119014,13,12.0,105.0,11290.0,548.0,11838.0
20200425,GU,141.0,1308.0,,2.0,,,,,,128.0,D,4/25/2020 07:30,ea7b856b532dccebbd36cdea4ea4efc8a12af606,2020-04-25T20:00:00Z,5.0,,1449,1449,1449,66,0.0,0.0,75.0,0.0,75.0
20200425,HI,601.0,27439.0,,,67.0,,,,,463.0,C,4/24/2020 18:00,1b65aaf7d8cd7df16eb153c59e780a7060013f20,2020-04-25T20:00:00Z,13.0,67.0,28040,28040,28040,15,1.0,4.0,1148.0,5.0,1153.0
20200425,IA,5092.0,29258.0,,293.0,,108.0,,60.0,,1723.0,B,4/24/2020 12:00,f057b47e7fbc315a3071cd6450ac96041d3a939a,2020-04-25T20:00:00Z,112.0,,34350,34350,34350,19,5.0,0.0,1730.0,647.0,2377.0
20200425,ID,1870.0,17491.0,,,168.0,,71.0,,,867.0,C,4/24/2020 19:00,7538a90054e196301e504d21d7e8c23ad4077355,2020-04-25T20:00:00Z,54.0,168.0,19361,19361,19361,16,0.0,2.0,236.0,34.0,270.0
20200425,IL,41777.0,159840.0,,4699.0,,1244.0,,763.0,,,A,4/25/2020 00:00,f0bb33f2593fce78bb7b1ad1dbb3f76a4b8f1e99,2020-04-25T20:00:00Z,1874.0,,201617,201617,201617,17,79.0,0.0,9866.0,2119.0,11985.0
20200425,IN,14395.0,65379.0,,1515.0,,598.0,,324.0,,,B,4/24/2020 23:59,89c8bc59c0f8a9af3e7c62cd8a4d35c1eb69866c,2020-04-25T20:00:00Z,785.0,,79774,79774,79774,18,44.0,0.0,3506.0,715.0,4221.0
20200425,KS,3056.0,22143.0,,,474.0,,,,,,C,4/25/2020 11:00,30dae57b4cc358992e1c4d1920ee30bdaa2f8faa,2020-04-25T20:00:00Z,117.0,474.0,25199,25199,25199,20,6.0,17.0,1332.0,279.0,1611.0
20200425,KY,3779.0,41183.0,,303.0,1143.0,164.0,575.0,,,1341.0,A,4/24/2020 17:00,3d4dcfc4f1268839fd39641e3bf01766f50052b6,2020-04-25T20:00:00Z,200.0,1143.0,44962,44962,44962,21,9.0,28.0,1820.0,298.0,2118.0
20200425,LA,26512.0,112490.0,,1700.0,,,,268.0,,14927.0,B,4/25/2020 13:00,ece985b725dc43e92e028c17a874aa4ce4b9ab8a,2020-04-25T20:00:00Z,1644.0,,139002,139002,139002,22,43.0,0.0,518.0,372.0,890.0
