adm0_name,adm1_name,latitude,longitude,name_alt,area_km2,population,pop_density_km2
AFG,Badakhshan,36.781,70.8036,Badahšan,68389.31326850737,,
AFG,Badghis,35.2699,63.8495,Badghes|Badghisat|Badgis,30737.530056837204,,
AFG,Baghlan,35.8588,68.9831,Baglan|Bughlan,27088.40314736999,,
AFG,Balkh,36.6851,67.2185,Balh|Mazar-i-Sharif|Mazar,24854.949684446183,,
AFG,Bamyan,34.9693,67.2365,,26238.1770870943,,
AFG,Farah,32.5314,62.6498,,69473.22129874224,,
AFG,Faryab,35.8043,64.7678,Fariab|Maimana|Meymaneh,31652.97706426314,,
AFG,Ghazni,33.4079,67.8006,Gazni,31520.669665996495,,
AFG,Ghor,34.002,64.9224,Gawr|Ghore|Ghour|Ghur,52657.15072450337,,
AFG,Hilmand,30.9278,63.9824,Girishk|Hilmend,78085.699132471,,
AFG,Hirat,34.1551,62.4845,,80854.532811274,,
AFG,Jawzjan,36.8971,65.9617,Jaozjan|Jozjan|Juzjan|Jouzjan|Shibarghan,17545.724559950744,,
AFG,Kabul,34.4949,69.3846,Cabul|Kabol|Kaboul,6501.644626225788,,
AFG,Kandahar,31.135,65.7163,Qandahar,72750.08719753906,,
AFG,Kapisa,34.9748,69.6626,Kapesa,2763.5971815342464,,
AFG,Khost,33.363,69.8211,,5770.149150161986,,
AFG,Kunar,34.9013,71.1061,Konarha|Kunarha,6918.104940992677,,
AFG,Kunduz,36.9043,68.682,Kondoz|Qonduz|Qunduz,12470.004054393648,,
AFG,Laghman,34.7273,70.2085,Lagman,5757.432374919161,,
AFG,Logar,34.0857,69.3047,Lawghar|Loghar,6474.965093263895,,
AFG,Nangarhar,34.2153,70.3027,Ningrahar|Eastern Province,10723.5840644899,,
AFG,Nimroz,30.7528,62.2069,Neemroze|Nimrod|Nimrooz|Nimroze|Chakhansur,56975.40194106003,,
AFG,Nuristan,35.2898,70.7567,Nooristan|Nuristão,13338.070401507472,,
AFG,Paktika,32.5106,68.651,Paktiya|Paktya|Southern Province,26397.39556956881,,
AFG,Paktya,33.575,69.3826,Paktiya|Southern Province,7786.022760435283,,
AFG,Parwan,35.3368,69.7587,Charikar,5544.416275345135,,
AFG,Samangan,36.0506,67.683,,20121.432948468413,,
AFG,Sari Pul,35.7062,66.2158,Sar-e Pul|Saripol,24428.316666363222,,
AFG,Takhar,36.8335,69.8124,Takar,18958.28748778339,,
AFG,Uruzgan,32.807,66.0947,Urozgan,15981.15783749689,,
AFG,Wardak,34.4269,68.1087,Verdak|Wardag|Maiden,14858.060743332744,,
AFG,Zabul,32.4033,67.1401,Zubul|Zaboul,23881.98763513223,,
AGO,Bengo,-8.99949,13.907,,34842.09664419012,,
AGO,Benguela,-12.7993,13.8119,Benguella,41799.1092720196,,
AGO,Bié,-12.7997,17.4921,,75576.805140276,,
AGO,Cabinda,-4.80148,12.543,,6753.637712848086,,
AGO,Cuando Cubango,-16.311,19.9218,,214266.41136516715,,
AGO,Cuanza Norte,-9.6988,14.9458,Cuanza-Nord|Kwanza Norte,24309.393439240164,,
AGO,Cuanza Sul,-10.9232,15.0504,Cuanza-Sud|Kwanza Sul,57261.49024402733,,
AGO,Cunene,-16.6271,15.281,,83751.21448724858,,
AGO,Huambo,-12.5587,15.6947,,34768.53303024227,,
AGO,Huíla,-14.7348,14.9844,,84196.8954826837,,
AGO,Luanda,-8.95941,13.3166,Loanda,2871.6899428868605,,
AGO,Lunda Norte,-8.4722,19.6268,,107698.70175065468,,
AGO,Lunda Sul,-10.2341,20.3821,,80179.3847180928,,
AGO,Malanje,-9.14742,16.9731,Malange,87548.76602727525,,
AGO,Moxico,-13.281,21.0033,,209520.01796918557,,
AGO,Namibe,-15.8249,12.6525,Moçâmedes|Mossamedes,62447.24689321012,,
AGO,Uíge,-6.95896,15.4475,,63012.24307775305,,
AGO,Zaire,-6.78301,13.6096,,36821.54689945823,,
ALB,Berat,40.6441,20.0865,,3150.99236598176,,
ALB,Dibër,41.608,20.1772,Dibra| Dibrë,4301.129024370252,,
ALB,Durrës,41.1326,19.8383,Durresi|Durrsi|Durazzo,2877.936893628101,,
ALB,Elbasan,41.0299,20.1358,,5687.515512423532,,
ALB,Fier,40.8112,19.6047,,3167.183647950727,,
ALB,Gjirokastër,40.1927,20.1868,Gjinokastër|Argirocastro|Argyrocastro|Argyrokastron,4941.4567910271835,,
ALB,Korçë,40.6138,20.6648,Coriza|Corizza|Koritsa|Koritza|Korça|Kortscha,6214.685065811599,,
ALB,Kukës,42.0902,20.1933,Kosova|Kossovo,4196.409876010783,,
ALB,Lezhë,41.824,19.8649,Alessio|Lezha,2918.887558041705,,
ALB,Shkodër,42.2144,19.7573,Escútari|Shkodra|Skodë|Scutari,6523.155956922779,,
ALB,Vlorë,40.1908,19.7946,Vlona|Vlora|Vlonë|Valona,4424.859398474081,,
ARE,Abu Dhabi,23.5238,54.0817,Aboû Dabî|Abu Dabi|Abū Ẓabī|Abū Ẓaby,70667.13808695255,,
ARE,Ajman,25.3971,55.5411,`Adjmân|Ajmã|`Ajmān,183.8913852277428,,
ARE,Dubay,24.9508,55.3436,"Dibay|Doubaï|Dubai, Dubayy",4700.166556177894,,
ARE,Fujayrah,25.4752,56.2221,"Al Foudjaïrah, Fudjayra|Al Fujayrah, Fujaira, Fujairah, Fujeira",2085.9278332601293,,
ARE,Neutral Zone,24.925,56.2932,"Al Foudjaïrah, Fudjayra|Al Fujayrah, Fujaira, Fujairah, Fujeira",16.119255115904743,,
ARE,Ras Al Khaymah,25.6964,55.9791,Ras al Khaima|Râs al Khaïmah|Rā's al Khayma|Rā's al Khaymah,3144.9522758819962,,
ARE,Sharjah,25.172,55.7788,Ach Chârdjah|Chārdja|Ash Shāriqah|Ash Shārjah|Sharjah and Dependencies|Sharjah and Kalba,3148.5938985885987,,
ARE,Umm Al Qaywayn,25.5218,55.7217,Oumm al Qaïwaïn|Umm al Qi`īwayn|Qaiwan|Umm al Qaiwain|Umm al Qayqayn|Umm al Qaywayn|Umm el Quwain|Um al Qaiuan,919.7656931061169,,
ARG,Buenos Aires,-36.6734,-60.1133,,475404.8386993469,,
ARG,Catamarca,-26.7709,-67.0086,,128342.90406079042,,
ARG,Chaco,-26.509,-60.8752,El Chaco|Presidente Juan Per¢n,123590.81331336973,,
ARG,Chubut,-43.9995,-67.8642,,431072.054359267,,
ARG,Ciudad de Buenos Aires,-34.6202,-58.4527,BUENOS AIRES D.F.|Capital Federal|Distretto Federale|Distrito Federal|Federal Capital,555.0418902277486,,
ARG,Corrientes,-28.8387,-57.6482,,115785.33613787993,,
ARG,Córdoba,-32.3275,-63.7501,Cordova,234024.52450130467,,
ARG,Entre Ríos,-32.0275,-59.2824,Entre-Rios,108645.38475260412,,
ARG,Formosa,-24.9146,-59.9494,,92187.22651612808,,
ARG,Jujuy,-23.1764,-65.7054,,63521.667976420365,,
ARG,La Pampa,-37.3861,-65.8386,El Pampa|Eva Perln,224045.4593334619,,
ARG,La Rioja,-29.3762,-67.5283,,119638.70718258391,,
ARG,Mendoza,-34.8484,-68.5423,,222299.04451292395,,
ARG,Misiones,-27.1262,-54.8406,Missões,36944.40425615723,,
ARG,Neuquén,-38.3579,-69.9833,Neuquém,154906.3301863959,,
ARG,Río Negro,-40.1261,-67.3641,,348530.33539940714,,
ARG,Salta,-25.0203,-64.4715,,186951.0342786231,,
ARG,San Juan,-30.97,-68.6612,,118969.9821381958,,
ARG,San Luis,-33.9469,-66.135,,111751.24177827414,,
ARG,Santa Cruz,-49.0428,-69.6596,,561858.8275947158,,
ARG,Santa Fe,-30.7764,-60.8593,Santa Fé,179392.7224111871,,
ARG,Santiago del Estero,-27.6882,-63.445,,172069.2130321261,,
ARG,Tierra del Fuego,-54.3887,-67.5329,Feuerland|Terra del Fuoco|Terre de Feu|Terra do Fogo|Tierra del Fuego|Antártida e Islas del Atlántico Sur,61728.280413476285,,
ARG,Tucumán,-26.9711,-65.3387,Tucumão,28698.96355153173,,
ARM,Aragatsotn,40.3213,44.0736,Aragacot'n,4681.0044508401925,,
ARM,Ararat,39.9204,44.7304,,3349.530674838253,,
ARM,Armavir,40.0992,44.0464,,2127.5734656492405,,
ARM,Erevan,40.1474,44.533,Yerevan,370.1818655697682,,
ARM,Gegharkunik,40.278,45.3848,Gelark'unik',9036.32497508788,,
ARM,Kotayk,40.3747,44.7191,Kotaik|Kotayk',3648.8294467165483,,
ARM,Lori,40.9347,44.4524,Loṙi,6534.156265317844,,
ARM,Shirak,40.8194,43.8178,Širak,5023.77581833106,,
ARM,Syunik,39.2479,46.1518,Syunik',7344.690212937833,,
ARM,Tavush,40.8883,45.1763,Tavuš,4583.6516375787805,,
ARM,Vayots Dzor,39.7183,45.4421,Vayoc'Jor,4016.7433347909378,,
AUS,Australian Capital Territory,-35.4618,148.983,,3536.3414385145898,,
AUS,Jervis Bay Territory,-35.1532,150.692,,113.42001803684997,,
AUS,New South Wales,-32.4751,146.781,,1119135.7555584777,,
AUS,Northern Territory,-20.1026,133.78,,1522879.2618477086,,
AUS,Queensland,-23.1364,144.778,,2038975.2202166452,,
AUS,South Australia,-29.6504,135.783,,1316337.5715471255,,
AUS,Tasmania,-42.1383,146.603,,122763.87633067674,,
AUS,Victoria,-37.0082,144.75,,355370.24770808977,,
AUS,Western Australia,-25.8483,121.646,,3125820.594644161,,
AUT,Burgenland,47.4281,16.3584,Burgenlândia,8710.62215419273,,
AUT,Kärnten,46.7201,13.8695,Carinthia|Caríntia|Carintia,20490.977453469583,,
AUT,Niederösterreich,48.2477,15.7448,Lower Austria|Baixa-Áustria|Baja Austria|Niederdonau|Österreich unter der Enns,42956.96802885859,,
AUT,Oberösterreich,48.2377,13.856,Upper Austria|Alta-Áustria|Alta Austria|Österreich ober der Enns|Oberösterreich,26595.259863755924,,
AUT,Salzburg,47.2534,13.0106,Salzburgo,15666.094878432199,,
AUT,Steiermark,47.3901,14.8565,Styria|Est¡ria|Estiria,35583.66791815518,,
AUT,Tirol,47.2082,11.38,Tyrol,27449.570500495094,,
AUT,Vorarlberg,47.2617,9.87375,,5624.9986886104525,,
AUT,Wien,48.2247,16.3798,Vienna|Viena,920.0747317132605,,
AZE,Abşeron,40.3278,49.3694,Absheron,3365.3218425820432,,
AZE,Astara,38.4938,48.7049,,784.5665248120542,,
AZE,Ağcabədi,39.971,47.4145,Agjabadi,3126.202242368517,,
AZE,Ağdam,40.0455,46.9918,Agdam,1815.324662303717,,
AZE,Ağdaş,40.568,47.4132,Agdash,1799.1035703930586,,
AZE,Ağstafa,41.1896,45.4341,Agstafa,2390.2036237365533,,
AZE,Ağsu,40.5091,48.3659,Agsu,1860.2611228340047,,
AZE,Babək,39.1871,45.3373,Babek,1726.9203904034423,,
AZE,Bakı,40.4447,50.0435,Baku city,4055.223618512916,,
AZE,Balakən,41.7393,46.4478,Balakan,1566.5881830128108,,
AZE,Beyləqan,39.7591,47.6611,Beylagan,1779.9024549761473,,
AZE,Biləsuvar,39.4604,48.3681,Bilasuvar,2335.5460161878786,,
AZE,Bərdə,40.3534,47.2467,Barda,1986.5861034781353,,
AZE,Culfa,39.136,45.6847,Julfa,1595.4239077871443,,
AZE,Cəbrayıl,39.2768,46.9823,Jabrayil,1417.30911853051,,
AZE,Cəlilabad,39.1757,48.4338,Jalilabad,2699.9087146933134,,
AZE,Daşkəsən,40.4837,46.0228,Dashkasan,1714.5293806992265,,
AZE,Dəvəçi,41.1969,48.9074,Davachi,2195.0762457725687,,
AZE,Füzuli,39.5574,47.322,Fizuli,2095.2087579620925,,
AZE,Goranboy,40.5463,46.645,,3190.2136856298043,,
AZE,Göyçay,40.569,47.8172,Goychay,1246.3591702620377,,
AZE,Gədəbəy,40.492,45.6429,Gadabay,2189.434744294667,,
AZE,Gəncə,40.6864,46.3206,Ganja city,126.8155999893887,,
AZE,Hajigabul,40.1106,48.8984,Ali Bayramli,3246.0740153009633,,
AZE,Kangarli,39.4039,45.1447,,466.3965008861079,,
AZE,Kürdəmir,40.2443,48.1586,Kurdamir,2739.548310943231,,
AZE,Kəlbəcər,40.0966,46.1688,Kalbajar,4718.703473316704,,
AZE,Lankaran,39.7717,46.3095,Shusha,2973.6377219874876,,
AZE,Lerik,38.7139,48.4779,,1897.8865815687784,,
AZE,Masallı,38.9858,48.698,Masally,1333.4458023116215,,
AZE,Mingəçevir,40.7508,46.9846,Mingachevir,66.2128214628678,,
AZE,Naftalan,40.5077,46.8275,,7.759088391470197,,
AZE,Naxçıvan,39.2127,45.4212,Nakhichevan,157.5216638282092,,
AZE,Neftçala,39.3924,49.0585,Neftchala,2426.1724373083994,,
AZE,Ordubad,39.0972,45.9272,,1366.9802759483534,,
AZE,Oğuz,41.04,47.4853,Oguz,2044.976888939099,,
AZE,Qax,41.375,46.7976,Qakh,2580.360932449305,,
AZE,Qazax,41.0778,45.2004,Qazakh,1319.6147879333132,,
AZE,Qobustan,40.4977,48.9623,,2552.38573082269,,
AZE,Quba,41.1847,48.3368,,4508.416439601502,,
AZE,Qubadli,39.3434,46.5917,,1235.236856061297,,
AZE,Qusar,41.4005,48.1944,,2139.138550981379,,
AZE,Qəbələ,40.9578,47.7784,Qabala,2647.527187405673,,
AZE,Saatlı,39.7892,48.4591,Saatly,1944.737464665801,,
AZE,Sabirabad,39.8179,48.8122,,2689.238087412212,,
AZE,Salyan,39.7198,49.0495,,3074.9745470859702,,
AZE,Samux,40.8795,46.4234,Samukh,2437.459763303075,,
AZE,Shirvan,39.9474,48.9257,,91.13024816836395,,
AZE,Siyəzən,41.0414,49.0973,Siazan,1522.2324265685281,,
AZE,Stepanakert,39.8285,46.7662,Khojali,38.6788015837336,,
AZE,Sumqayıt,40.5841,49.5962,Sumqayit city,213.1009788306264,,
AZE,Sədərək,39.699,44.8638,Sadarak,107.66045836389317,,
AZE,Tovuz,41.0669,45.8238,,3116.9771265182853,,
AZE,Tərtər,40.2547,46.7929,Tartar,2159.910887160972,,
AZE,Ucar,40.3925,47.729,Ujar,1312.2693001642594,,
AZE,Xanlar,40.4627,46.295,Khanlar,1721.613810138559,,
AZE,Xaçmaz,41.5198,48.7701,Khachmaz,2367.473496773466,,
AZE,Xizı,40.7249,49.154,Khizi,3274.4887953047564,,
AZE,Xocalı,39.8925,46.6804,Khojali,1524.4956869182276,,
AZE,Xocavənd,39.6307,46.99,Khojavend,2558.053639003275,,
AZE,Yardımlı,38.866,48.269,Yardymli,1409.3103455421142,,
AZE,Yevlakh,40.6019,47.1503,,88.87564110418968,,
AZE,Yevlakh Rayon,40.6958,46.9101,Yevlakh,2515.047400977574,,
AZE,Zaqatala,41.5666,46.654,,2558.1421856073525,,
AZE,Zəngilan,39.0904,46.6305,Zangilan,1236.1498294521502,,
AZE,Zərdab,40.2395,47.6936,Zardab,1190.0464257248905,,
AZE,İmişli,39.9121,48.0606,Imishli,3362.3421857689673,,
AZE,İsmayıllı,40.7896,48.1125,Ismailli,3588.7771768215785,,
AZE,Şahbuz,39.4227,45.5799,Shakhbuz,1286.2409764845665,,
AZE,Şamaxı,40.3768,48.5986,Shamakhi,2327.014971083607,,
AZE,Şuşa,39.7027,46.658,Shusha,599.7850535078933,,
AZE,Şəki,41.0486,47.1565,Shaki,4128.675278081822,,
AZE,Şəmkir,40.8317,46.0161,Shamkir,2930.631998137181,,
AZE,Şərur,39.5929,45.0172,Sharur,1259.85000685387,,
BDI,Bubanza,-3.1045,29.3862,,1120.266593677767,,
BDI,Bujumbura Mairie,-3.39861,29.3689,,467.8479398607277,,
BDI,Bujumbura Rural,-3.61843,29.4237,,1377.141030603316,,
BDI,Bururi,-3.85152,29.5672,,3381.885183038226,,
BDI,Cankuzo,-3.11103,30.5612,,1804.6204676052248,,
BDI,Cibitoke,-2.86742,29.2407,,1640.1712814281163,,
BDI,Gitega,-3.48983,29.9159,Kitega,1842.7361863189012,,
BDI,Karuzi,-3.14444,30.1146,Karusi,1364.487766831201,,
BDI,Kayanza,-3.02498,29.6613,,1107.2543813776924,,
BDI,Kirundo,-2.56414,30.1647,,1952.4979206429837,,
BDI,Makamba,-4.21622,29.771,,2461.4449407569787,,
BDI,Muramvya,-3.2533,29.668,Muramviya,829.9735591726154,,
BDI,Muyinga,-2.89215,30.3161,Muhinga,1681.3946231414286,,
BDI,Mwaro,-3.51787,29.6943,,759.0179983207265,,
BDI,Ngozi,-2.86902,29.896,,1459.4378183451151,,
BDI,Rutana,-3.84824,30.1331,,1688.1568116244407,,
BDI,Ruyigi,-3.44273,30.3391,,2197.462106043412,,
BEL,Antwerp,51.2485,4.72122,Antwerpen,7031.362846590593,,
BEL,Brussels,50.8332,4.36266,Bruselas|Brussel Hoofstadt|Brusselse Hoofdstedelijke Gewest|Brüssel|Bruxelas|Région de Bruxelles-Capitale,410.88530593505476,,
BEL,East Flanders,50.9749,3.83186,Oost-Vlaanderen|Ostflandern|Falndre orientale,7503.593437091836,,
BEL,Flemish Brabant,50.8709,4.53709,Vlaams Brabant|Flamish-Brabant|Brabant flamand,5311.8193158511485,,
BEL,Hainaut,50.521,3.88925,Henegouwen,9787.082225311038,,
BEL,Liege,50.5794,5.67651,Luik,9233.68656869621,,
BEL,Limburg,50.9954,5.41314,,5943.889839692081,,
BEL,Luxembourg,49.9637,5.50117,Luxemburg,10678.939479853881,,
BEL,Namur,50.3244,4.88712,Namen,9067.864524779028,,
BEL,Walloon Brabant,50.6416,4.55466,Waals-Brabant|Brabant Wallon,2726.8841149922096,,
BEL,West Flanders,51.0312,3.02202,West-Vlaanderen,8256.758507146304,,
BEN,Alibori,11.4305,2.92598,,27755.03576820603,,
BEN,Atakora,10.7035,1.55782,,22002.077943357723,,
BEN,Atlantique,6.61657,2.22263,,3179.511689199123,,
BEN,Borgou,9.80668,2.90363,,26381.18877605359,,
BEN,Collines,8.00513,2.17251,,14635.00057648923,,
BEN,Donga,9.31506,1.77142,,11301.089639179389,,
BEN,Kouffo,6.98499,1.81235,,2781.5743996222977,,
BEN,Littoral,6.36623,2.42192,,58.461683637180435,,
BEN,Mono,6.48568,1.79465,,1749.35933225761,,
BEN,Ouémé,6.59423,2.55171,,1390.296998661083,,
BEN,Plateau,7.15213,2.60483,,3127.7569470157136,,
BEN,Zou,7.22681,2.09135,,5169.557269999098,,
BFA,Balé,11.8279,-3.06879,,4888.295272861069,,
BFA,Bam,13.4455,-1.57778,,4465.856530122988,,
BFA,Banwa,12.1648,-4.10849,,6211.0661665420985,,
BFA,Bazéga,11.9332,-1.46488,,4142.173814825379,,
BFA,Bougouriba,10.8979,-3.42349,,3346.572865703204,,
BFA,Boulgou,11.4767,-0.43666,,6946.154390520083,,
BFA,Boulkiemdé,12.3143,-2.13572,,4412.236532926826,,
BFA,Ganzourgou,12.2052,-0.768604,,4421.504308435921,,
BFA,Gnagna,12.9057,0.115257,,9100.97013951284,,
BFA,Gourma,12.0677,0.610382,,11675.065668330817,,
BFA,Houet,11.3355,-4.18998,,11889.450407061611,,
BFA,Ioba,11.0116,-2.96967,,2792.5263007499957,,
BFA,Kadiogo,12.3267,-1.4662,,2967.7852395958143,,
BFA,Komondjari,12.6971,0.775979,,5163.587905478674,,
BFA,Komoé,10.2156,-4.41757,Comoé,15798.54198286138,,
BFA,Kompienga,11.4519,0.898878,,7334.153647465741,,
BFA,Kossi,12.9587,-3.88894,,7807.656364839188,,
BFA,Koulpélogo,11.4079,0.204257,,5164.507801386135,,
BFA,Kouritenga,12.1587,-0.291527,,3022.7871876556783,,
BFA,Kourwéogo,12.3933,-1.8367,,1759.0382754198372,,
BFA,Kénédougou,11.4128,-5.02728,,8769.612640732723,,
BFA,Loroum,13.8724,-2.07087,,3849.922521615206,,
BFA,Léraba,10.5879,-5.2352,,3316.51950696392,,
BFA,Mou Houn,12.3486,-3.38675,,7350.293687103507,,
BFA,Nahouri,11.2028,-1.16782,,3749.1573029897477,,
BFA,Namentenga,13.1697,-0.504021,,6814.042753081904,,
BFA,Nayala,12.6594,-3.03318,,4026.360906547355,,
BFA,Noumbiel,10.251,-3.34011,,2395.7872371335043,,
BFA,Oubritenga,12.6477,-1.28565,,2945.780905671285,,
BFA,Oudalan,14.5769,-0.411597,,10679.033358648649,,
BFA,Passoré,12.8734,-2.10662,,3974.6044097546605,,
BFA,Poni,10.251,-3.34011,,8350.341946159417,,
BFA,Sanguié,12.2508,-2.57298,,5485.736565921287,,
BFA,Sanmatenga,13.227,-1.08045,,9765.058813108835,,
BFA,Sissili,11.1806,-2.10887,,7212.351191192156,,
BFA,Soum,14.2352,-1.31801,,13602.031152931448,,
BFA,Sourou,13.2875,-2.95968,,6530.447722934917,,
BFA,Séno,13.8673,-0.07114,,7156.1840026314685,,
BFA,Tapoa,12.0191,1.79465,,14887.368119005821,,
BFA,Tuy,11.3659,-3.40955,,5991.776835575893,,
BFA,Yagha,13.3228,0.664784,,6740.299877825047,,
BFA,Yatenga,13.6813,-2.32529,,7613.656624857263,,
BFA,Ziro,11.6131,-1.83187,,5463.964700599528,,
BFA,Zondoma,13.1939,-2.38127,,1873.4071817794743,,
BFA,Zoundwéogo,11.5711,-0.940234,,3858.484630371533,,
BGD,Barisal,22.4351,90.2369,Bakerganj,10647.706472695347,,
BGD,Chittagong,22.4245,92.1333,Chattagram|Parbattya Chattagram|Rangamati,34313.15017949323,,
BGD,Dhaka,24.1653,90.4053,Daca|Dacca,36669.84473024813,,
BGD,Khulna,22.9179,89.3708,,25698.399329960164,,
BGD,Rajshahi,24.6664,89.0438,,22773.212920202073,,
BGD,Rangpur,25.7571,89.112,,18965.782105199454,,
BGD,Sylhet,24.6452,91.7033,,14489.208137818146,,
BGR,Blagoevgrad,41.743,23.5213,Gorna Cumaya|Cuma-i Bala|Gorna Djumaya|Gorna Dzhumaya,12000.324966862563,,
BGR,Burgas,42.5385,27.2597,Bourgas,14028.799675740282,,
BGR,Dobrich,43.6874,27.9018,Tolbukhin,8869.626689137038,,
BGR,Gabrovo,42.9256,25.2475,,3853.5093541362066,,
BGR,Grad Sofiya,42.679,23.357,,2294.789319837154,,
BGR,Haskovo,41.8489,25.8816,Khaskovo,7247.208015737978,,
BGR,Kardzhali,41.5377,25.5852,Kurdjali|Kârdžali|Kirjali,7247.660455340619,,
BGR,Kyustendil,42.2381,22.9371,Keustendil|Kjustendil,5778.995265624199,,
BGR,Lovech,43.0037,24.5374,Loveč,7711.538624736683,,
BGR,Montana,43.487,23.1788,Mikhaylovgrad|Mihailovgrad,7279.124330760639,,
BGR,Pazardzhik,42.192,24.1391,Pazardjik|Tatar Pazardžik|Bazargic|Bazardzhik|Dobritch|Dobrici|Hagi Oglu,7820.532353597687,,
BGR,Pernik,42.6064,22.8519,,4423.35336233491,,
BGR,Pleven,43.4953,24.6181,Plevila|Plevna|Plyeven,8401.704935055783,,
BGR,Plovdiv,42.3061,24.8449,Philippopolis,10141.37056553587,,
BGR,Razgrad,43.6291,26.5873,,4917.029703162737,,
BGR,Ruse,43.6211,25.9305,Russe|Ruščuk|Rustchuk,5405.938105494143,,
BGR,Shumen,43.2942,26.9857,Kolarovgrad|Šumla|Šumen,6322.121136348311,,
BGR,Silistra,43.9352,27.0072,,5883.394570538555,,
BGR,Sliven,42.7164,26.2373,Slivno,6582.6297195809875,,
BGR,Smolyan,41.6644,24.6089,Smoljan,6527.073939233047,,
BGR,Sofia,42.288,23.606,Sofiya|Sofija,13122.191425126191,,
BGR,Stara Zagora,42.4759,25.5689,,8895.567446782328,,
BGR,Targovishte,43.2251,26.3637,Torgovishte|Tâgovište,5115.370793401026,,
BGR,Varna,43.2097,27.5827,Stalin,7359.320924245327,,
BGR,Veliko Tarnovo,42.8079,25.6222,Veliko Turnovo|Gorna Oryahovitsa|Gorna Orjahovica|Turnovo|Tirnovo|Trnova,8888.154485575908,,
BGR,Vidin,43.8092,22.7008,,6210.459135109456,,
BGR,Vratsa,43.4325,23.832,Vraca,8335.200980076212,,
BGR,Yambol,42.2935,26.6096,Jambol|Jamboli,7989.671931178729,,
BLR,Brest,52.4289,25.3826,Брест|Brestskaya Voblasts'|Brèst,88032.77157705619,,
BLR,City of Minsk,53.9005,27.6424,Минск|Минская Область|Minsk Oblast|Minskaya Voblasts',1740.3625423270007,,
BLR,Gomel,52.1969,29.5189,Гомель|Gomel|Gomel'|Homyel'skaya Voblasts'|Homje,108288.98950614948,,
BLR,Grodno,53.4855,25.0839,Гродно|Grodno|Hrodzenskaya Voblasts',71586.91956684145,,
BLR,Minsk,53.1945,27.4703,Минск|Минская Область|Minsk Oblast|Minskaya Voblasts',112474.03375977656,,
BLR,Mogilev,53.8241,30.4041,Могилёв|Mahiljow|Mogilev|Mahilyowskaya Voblasts',81262.99657750252,,
BLR,Vitebsk,55.3073,28.6747,Витебск|Vicebsk|Vitebsk|Vitsyebskaya Voblasts'|Witebsk,122090.72337668155,,
BLZ,Belize,17.5367,-88.4189,,3907.112942831067,,
BLZ,Cayo,16.9902,-88.8833,,5737.165757170549,,
BLZ,Corozal,18.1667,-88.3492,,2186.3323851768932,,
BLZ,Orange Walk,17.7122,-88.8552,,5194.945918304797,,
BLZ,Stann Creek,16.809,-88.4963,,2682.084941675063,,
BLZ,Toledo,16.3761,-88.8117,,4719.769883541874,,
BOL,Chuquisaca,-20.0848,-63.9529,,58484.24473456011,,
BOL,Cochabamba,-17.2884,-65.6137,,61505.31868750922,,
BOL,El Beni,-14.0358,-64.5806,,222896.0122947837,,
BOL,La Paz,-14.8335,-68.2128,,143388.13316586957,,
BOL,Oruro,-18.7151,-67.5984,,61297.25037621312,,
BOL,Pando,-11.273,-67.4319,colonial territories|madre de dios|territorio nacional de colonias,66138.2923634583,,
BOL,Potosí,-20.9033,-66.7701,,134343.84652533615,,
BOL,Santa Cruz,-16.5168,-61.137,,397073.0067228345,,
BOL,Tarija,-21.5039,-63.8005,,42379.53930804454,,
BRA,Acre,-8.9285,-70.2976,,158127.44753287046,,
BRA,Alagoas,-9.77391,-36.6917,,28390.612745689956,,
BRA,Amapá,1.41157,-51.6842,,139324.46068194925,,
BRA,Amazonas,-4.21774,-63.7853,Amazone,1577600.164929226,,
BRA,Bahia,-12.3651,-41.8027,Ba¡a,588023.6039690995,,
BRA,Ceará,-5.37602,-39.3429,,151483.73999099978,,
BRA,Distrito Federal,-15.7665,-47.7902,,6251.119784842025,,
BRA,Espírito Santo,-19.6916,-40.5436,Espiritu Santo,51570.65194766862,,
BRA,Goiás,-15.863,-49.5786,Goiáz|Goyáz,369549.13854734274,,
BRA,Maranhão,-5.01897,-45.389,São Luíz de Maranhão,329071.9218290452,,
BRA,Mato Grosso,-13.3926,-55.9235,Matto Grosso,952421.9534926891,,
BRA,Mato Grosso do Sul,-20.6756,-54.5502,,404933.574176054,,
BRA,Minas Gerais,-18.5895,-44.4808,Minas|Minas Geraes,652077.1926775117,,
BRA,Paraná,-24.6618,-51.3228,,240242.22591564804,,
BRA,Paraíba,-7.34234,-36.2726,Parahyba,57394.66965986679,,
BRA,Pará,-4.44313,-52.6491,,1240350.763751459,,
BRA,Pernambuco,-8.47283,-37.2958,Pernambouc,99715.86787948324,,
BRA,Piauí,-8.08698,-43.1974,Piauhy,256513.425030266,,
BRA,Rio Grande do Norte,-5.66157,-36.5472,,53363.513885436674,,
BRA,Rio Grande do Sul,-29.7277,-53.656,,360799.7111331892,,
BRA,Rio de Janeiro,-22.4049,-43.1152,,51250.95425249321,,
BRA,Rondônia,-10.9712,-63.1439,Guaporé,246877.76016883738,,
BRA,Roraima,1.93803,-61.3325,Rio Branco,225190.19263702183,,
BRA,Santa Catarina,-27.0392,-51.1586,Santa Catharina,120173.6920381047,,
BRA,Sergipe,-10.5918,-37.3836,,22356.384882936436,,
BRA,São Paulo,-22.2267,-48.5206,,290182.3969827022,,
